School Name,School Code,Subject,M+E #,M+E %,E #,E %,M #,M %,PM #,PM %,NM #,NM %,No. of Students Included,Part. Rate %,Avg. Scaled Score,SGP,Included In SGP,Ach. PCTL,Year
Springfield - Edward P. Boland School,2810010,ELA,81,29,11,4,70,25,148,54,47,17,276,,491.5,50.1,166,15,2018
Springfield - Edward P. Boland School,2810010,MATH,48,18,0,0,48,18,152,55,74,27,274,,484.6,43.1,166,9,2018
Springfield - Elias Brookings,2810030,ELA,37,28,3,2,34,26,64,48,31,23,132,,492.2,42.2,80,17,2018
Springfield - Elias Brookings,2810030,MATH,37,28,2,2,35,27,58,44,37,28,132,,489.9,50.2,80,19,2018
Springfield - Forest Park Middle,2810325,ELA,121,19,8,1,113,18,279,45,221,36,621,,482,41.3,518,4,2018
Springfield - Forest Park Middle,2810325,MATH,151,24,16,3,135,22,288,47,180,29,619,,485.5,45.8,518,11,2018
Springfield - Frank H Freedman,2810075,ELA,47,31,4,3,43,28,90,58,17,11,154,,491.9,41.9,107,16,2018
Springfield - Frank H Freedman,2810075,MATH,34,22,1,1,33,21,90,58,30,19,154,,486.2,42.7,108,12,2018
Springfield - Frederick Harris,2810080,ELA,90,35,11,4,79,31,136,53,30,12,256,,494.3,41.9,166,22,2018
Springfield - Frederick Harris,2810080,MATH,108,42,9,4,99,39,110,43,39,15,257,,494.5,48.7,167,32,2018
Springfield - German Gerena Community School,2810195,ELA,89,34,10,4,79,30,145,55,28,11,262,,496,58.7,165,28,2018
Springfield - German Gerena Community School,2810195,MATH,68,26,6,2,62,24,149,57,45,17,262,,489.1,42.2,165,17,2018
Springfield - Glenwood,2810065,ELA,59,39,6,4,53,35,68,45,24,16,151,,495.9,49.1,96,28,2018
Springfield - Glenwood,2810065,MATH,47,31,3,2,44,29,80,53,24,16,151,,493.3,51.3,96,28,2018
Springfield - Glickman Elementary,2810068,ELA,46,31,3,2,43,29,71,48,32,21,149,,492.4,55.7,93,18,2018
Springfield - Glickman Elementary,2810068,MATH,31,21,1,1,30,20,71,48,47,32,149,,485.1,57.5,93,10,2018
Springfield - Hiram L Dorman,2810050,ELA,47,29,2,1,45,28,77,48,38,23,162,,492.8,50,90,18,2018
Springfield - Hiram L Dorman,2810050,MATH,35,22,3,2,32,20,80,50,46,29,161,,488,52.8,90,15,2018
Springfield - Homer Street,2810085,ELA,71,34,2,1,69,33,118,57,17,8,206,,493.2,50.6,139,20,2018
Springfield - Homer Street,2810085,MATH,61,30,4,2,57,28,117,57,27,13,205,,490.2,58.4,138,20,2018
Springfield - Impact Prep at Chestnut,2810366,ELA,38,19,2,1,36,18,87,44,75,38,200,,478.8,40.7,181,3,2018
Springfield - Impact Prep at Chestnut,2810366,MATH,27,14,1,1,26,13,111,56,60,30,198,,479.8,43.4,181,5,2018
Springfield - Indian Orchard Elementary,2810100,ELA,67,25,5,2,62,23,141,53,56,21,264,,486.3,42.2,168,8,2018
Springfield - Indian Orchard Elementary,2810100,MATH,38,14,2,1,36,14,152,58,74,28,264,,482.1,49,168,6,2018
Springfield - John F Kennedy Middle,2810328,ELA,45,11,1,0,44,11,193,49,157,40,395,,474.9,36.7,372,2,2018
Springfield - John F Kennedy Middle,2810328,MATH,44,11,0,0,44,11,188,47,164,41,396,,474.9,32.9,378,3,2018
Springfield - John J Duggan Academy,2810320,ELA,132,25,9,2,123,24,234,45,153,29,519,,486.6,52.3,456,8,2018
Springfield - John J Duggan Academy,2810320,MATH,135,26,5,1,130,25,250,48,138,26,523,,486.5,52.2,457,12,2018
Springfield - Kensington International School,2810110,ELA,42,29,4,3,38,27,84,59,17,12,143,,492.2,44.5,99,17,2018
Springfield - Kensington International School,2810110,MATH,33,23,5,3,28,20,89,62,21,15,143,,488.8,47.9,99,17,2018
Springfield - Liberty,2810115,ELA,55,42,4,3,51,39,67,52,8,6,130,,497.2,49.9,86,32,2018
Springfield - Liberty,2810115,MATH,56,42,5,4,51,38,62,47,15,11,133,,495.1,52,90,34,2018
Springfield - Lincoln,2810120,ELA,37,22,4,2,33,19,91,53,43,25,171,,485.2,43.3,114,6,2018
Springfield - Lincoln,2810120,MATH,24,14,1,1,23,14,96,56,50,29,170,,480.8,40.8,114,6,2018
Springfield - M Marcus Kiley Middle,2810330,ELA,150,26,8,1,142,24,261,45,175,30,586,,484,45.9,549,6,2018
Springfield - M Marcus Kiley Middle,2810330,MATH,97,17,6,1,91,16,288,49,201,34,586,,479.6,36.2,550,5,2018
Springfield - Mary A. Dryden Veterans Memorial School,2810125,ELA,77,50,5,3,72,47,68,44,8,5,153,,500.4,58.3,95,43,2018
Springfield - Mary A. Dryden Veterans Memorial School,2810125,MATH,49,32,4,3,45,29,80,52,25,16,154,,491.6,40.1,95,23,2018
Springfield - Mary M Lynch,2810140,ELA,37,33,1,1,36,32,65,58,11,10,113,,492.9,44.6,68,18,2018
Springfield - Mary M Lynch,2810140,MATH,25,22,2,2,23,20,67,59,21,19,113,,484.5,50.9,68,9,2018
Springfield - Mary M Walsh,2810155,ELA,41,29,5,4,36,25,76,54,25,18,142,,490.5,46.5,85,13,2018
Springfield - Mary M Walsh,2810155,MATH,36,25,3,2,33,23,79,56,27,19,142,,489.2,48.2,85,17,2018
Springfield - Mary O Pottenger,2810145,ELA,97,46,22,10,75,35,88,42,27,13,212,,498.6,53.6,133,37,2018
Springfield - Mary O Pottenger,2810145,MATH,83,39,8,4,75,35,99,47,30,14,212,,493.8,42.6,133,30,2018
Springfield - Milton Bradley School,2810023,ELA,53,27,3,2,50,25,108,55,37,19,198,,489.3,53,112,11,2018
Springfield - Milton Bradley School,2810023,MATH,35,18,2,1,33,17,101,51,61,31,197,,482.6,46.9,115,7,2018
Springfield - Rebecca M Johnson,2810055,ELA,90,31,9,3,81,28,176,60,26,9,292,,495.6,42.2,170,27,2018
Springfield - Rebecca M Johnson,2810055,MATH,98,34,2,1,96,33,164,56,30,10,292,,493.9,41.3,170,30,2018
Springfield - Rise Academy at Van Sickle,2810480,ELA,44,24,4,2,40,22,83,46,54,30,181,,484.3,55,163,6,2018
Springfield - Rise Academy at Van Sickle,2810480,MATH,20,11,0,0,20,11,112,63,47,26,179,,480.3,43.9,161,5,2018
Springfield - STEM Middle Academy,2810350,ELA,107,38,11,4,96,35,125,45,46,17,278,,492.3,44.8,276,17,2018
Springfield - STEM Middle Academy,2810350,MATH,82,30,4,1,78,28,139,50,56,20,277,,487.7,39.1,275,14,2018
Springfield - Samuel Bowles,2810020,ELA,56,33,4,2,52,31,89,53,24,14,169,,494,49.6,101,21,2018
Springfield - Samuel Bowles,2810020,MATH,59,35,7,4,52,31,81,48,28,17,168,,493.2,62.4,100,27,2018
Springfield - South End Middle School,2810355,ELA,26,13,0,0,26,13,124,60,57,28,207,,479.9,45.8,188,4,2018
Springfield - South End Middle School,2810355,MATH,23,11,0,0,23,11,124,60,60,29,207,,478.5,40.2,190,4,2018
Springfield - Springfield Middle School,2810360,ELA,2,5,0,0,2,5,13,35,22,59,37,,465.3,37.2,31,1,2018
Springfield - Springfield Middle School,2810360,MATH,2,6,0,0,2,6,9,26,24,69,35,,466.4,30.6,28,2,2018
Springfield - Springfield Public Day Elementary School,2810005,ELA,8,17,0,0,8,17,25,54,13,28,46,,484.4,43.6,29,6,2018
Springfield - Springfield Public Day Elementary School,2810005,MATH,7,16,0,0,7,16,21,47,17,38,45,,482.3,55.8,29,7,2018
Springfield - Springfield Public Day Middle School,2810345,ELA,0,0,0,0,0,0,11,29,27,71,38,,460,31.3,34,1,2018
Springfield - Springfield Public Day Middle School,2810345,MATH,0,0,0,0,0,0,13,34,25,66,38,,466,34.6,32,1,2018
Springfield - Sumner Avenue,2810160,ELA,112,49,19,8,93,40,104,45,14,6,230,,501.6,58.2,136,48,2018
Springfield - Sumner Avenue,2810160,MATH,65,28,5,2,60,26,120,52,45,20,230,,489.4,54.7,138,18,2018
Springfield - The Springfield Renaissance School an Expeditionary Learning School,2810205,ELA,104,34,17,6,87,28,151,49,53,17,308,,491.6,37.5,301,16,2018
Springfield - The Springfield Renaissance School an Expeditionary Learning School,2810205,MATH,90,29,6,2,84,27,168,55,50,16,308,,488.1,34.4,299,15,2018
Springfield - Thomas M Balliet,2810015,ELA,44,33,2,2,42,32,78,59,11,8,133,,493,49.7,87,19,2018
Springfield - Thomas M Balliet,2810015,MATH,23,17,1,1,22,17,78,59,31,23,132,,485.1,32.1,87,10,2018
Springfield - Van Sickle Academy,2810485,ELA,60,17,0,0,60,17,149,41,152,42,361,,477.8,44.8,315,3,2018
Springfield - Van Sickle Academy,2810485,MATH,42,12,1,0,41,11,175,49,141,39,358,,476.4,45.1,312,3,2018
Springfield - Warner,2810180,ELA,67,55,12,10,55,45,51,42,3,2,121,,504.3,49.2,77,61,2018
Springfield - Warner,2810180,MATH,70,58,10,8,60,50,49,40,2,2,121,,505.1,54.3,77,73,2018
Springfield - Washington,2810185,ELA,64,36,8,5,56,32,93,53,20,11,177,,494.6,46,117,23,2018
Springfield - Washington,2810185,MATH,48,27,5,3,43,24,87,49,42,24,177,,487.8,43,117,14,2018
Springfield - White Street,2810190,ELA,90,49,23,13,67,37,89,49,4,2,183,,502.1,59.6,116,51,2018
Springfield - White Street,2810190,MATH,100,54,10,5,90,49,72,39,12,7,184,,500.4,57.8,116,55,2018
Springfield - William N. DeBerry,2810045,ELA,40,32,0,0,40,32,74,59,12,10,126,,492.3,42.5,79,17,2018
Springfield - William N. DeBerry,2810045,MATH,41,33,4,3,37,29,71,56,14,11,126,,493.1,31.9,79,27,2018
Springfield International Charter (District) - Springfield International Charter School,4410505,ELA,285,36,16,2,269,34,428,54,79,10,792,,494.1,41.2,603,22,2018
Springfield International Charter (District) - Springfield International Charter School,4410505,MATH,186,23,4,1,182,23,475,60,134,17,795,,487.4,40.8,604,14,2018
Springfield Preparatory Charter School (District) - Springfield Preparatory Charter School,35100205,ELA,38,72,5,9,33,62,13,25,2,4,53,,509,,,78,2018
Springfield Preparatory Charter School (District) - Springfield Preparatory Charter School,35100205,MATH,41,77,8,15,33,62,11,21,1,2,53,,513,,,94,2018
Stoneham - Colonial Park,2840005,ELA,51,59,12,14,39,45,32,37,4,5,87,,504.9,50.9,44,64,2018
Stoneham - Colonial Park,2840005,MATH,57,66,7,8,50,57,24,28,6,7,87,,504.3,73.1,44,70,2018
Stoneham - Robin Hood,2840025,ELA,76,59,21,16,55,43,46,36,7,5,129,,505.5,46.5,67,66,2018
Stoneham - Robin Hood,2840025,MATH,67,52,14,11,53,41,48,38,13,10,128,,501.2,51.8,66,59,2018
Stoneham - South,2840030,ELA,73,57,11,9,62,48,51,40,5,4,129,,502.4,51.1,67,52,2018
Stoneham - South,2840030,MATH,67,52,9,7,58,45,54,42,8,6,129,,501.4,54.7,67,59,2018
Stoneham - Stoneham Central Middle School,2840405,ELA,443,66,92,14,351,52,186,28,42,6,671,,507.7,60.4,650,74,2018
Stoneham - Stoneham Central Middle School,2840405,MATH,344,51,49,7,295,44,274,41,52,8,670,,500.7,61.5,647,56,2018
Stoughton - Helen Hansen Elementary,2850010,ELA,62,55,4,4,58,52,44,39,6,5,112,,501.1,49.3,76,46,2018
Stoughton - Helen Hansen Elementary,2850010,MATH,52,46,8,7,44,39,52,46,8,7,112,,498.4,33.7,76,47,2018
Stoughton - Joseph H Gibbons,2850025,ELA,110,60,10,5,100,55,64,35,9,5,183,,504.4,49.1,127,61,2018
Stoughton - Joseph H Gibbons,2850025,MATH,98,54,11,6,87,48,66,36,19,10,183,,500.9,49.2,125,57,2018
Stoughton - Joseph R Dawe Jr Elementary,2850014,ELA,86,56,17,11,69,45,58,38,10,6,154,,504.2,44.5,106,60,2018
Stoughton - Joseph R Dawe Jr Elementary,2850014,MATH,72,47,5,3,67,44,61,40,21,14,154,,497.4,42.2,106,43,2018
Stoughton - O'Donnell Middle School,2850405,ELA,388,49,51,6,337,43,316,40,85,11,789,,498.6,46.7,772,37,2018
Stoughton - O'Donnell Middle School,2850405,MATH,391,50,35,4,356,46,327,42,64,8,782,,498.7,53.6,767,48,2018
Stoughton - Richard L. Wilkins Elementary School,2850020,ELA,69,43,11,7,58,36,75,47,15,9,159,,499,41,99,38,2018
Stoughton - Richard L. Wilkins Elementary School,2850020,MATH,66,41,9,6,57,35,77,48,18,11,161,,494.7,44.4,98,33,2018
Stoughton - South Elementary,2850015,ELA,97,72,24,18,73,54,36,27,2,1,135,,511.9,56.1,89,87,2018
Stoughton - South Elementary,2850015,MATH,84,62,13,10,71,52,49,36,3,2,136,,505.3,43,90,74,2018
Sturbridge - Burgess Elementary,2870005,ELA,305,60,17,3,288,57,174,34,27,5,506,,503.1,49.2,374,55,2018
Sturbridge - Burgess Elementary,2870005,MATH,336,67,40,8,296,59,143,28,26,5,505,,506.5,62.5,372,79,2018
Sudbury - Ephraim Curtis Middle,2880305,ELA,695,75,174,19,521,56,220,24,16,2,931,,513.3,52.6,908,90,2018
Sudbury - Ephraim Curtis Middle,2880305,MATH,652,70,178,19,474,51,249,27,30,3,931,,511,49.6,908,90,2018
Sudbury - General John Nixon Elementary,2880025,ELA,142,76,29,15,113,60,45,24,1,1,188,,512.9,56.2,134,90,2018
Sudbury - General John Nixon Elementary,2880025,MATH,152,81,34,18,118,63,35,19,1,1,188,,513.5,65.5,134,94,2018
Sudbury - Israel Loring School,2880015,ELA,165,71,32,14,133,57,62,27,5,2,232,,510.4,62.5,160,83,2018
Sudbury - Israel Loring School,2880015,MATH,177,77,46,20,131,57,46,20,8,3,231,,513.1,58.8,160,94,2018
Sudbury - Josiah Haynes,2880010,ELA,161,76,32,15,129,61,48,23,4,2,213,,515.1,63.2,137,94,2018
Sudbury - Josiah Haynes,2880010,MATH,174,82,49,23,125,59,34,16,5,2,213,,517.5,63.2,137,98,2018
Sudbury - Peter Noyes,2880030,ELA,198,77,45,18,153,60,53,21,5,2,256,,513.4,49.1,169,91,2018
Sudbury - Peter Noyes,2880030,MATH,195,76,53,21,142,55,53,21,9,4,257,,512.3,55.3,171,93,2018
Sunderland - Sunderland Elementary,2890005,ELA,57,56,13,13,44,43,35,34,10,10,102,,504.3,54.3,78,63,2018
Sunderland - Sunderland Elementary,2890005,MATH,51,50,4,4,47,46,39,38,13,13,103,,500.4,53.3,77,58,2018
Sutton - Sutton Elementary,2900005,ELA,187,58,10,3,177,55,125,39,9,3,321,,502.8,47.8,215,53,2018
Sutton - Sutton Elementary,2900005,MATH,153,48,17,5,136,42,143,44,26,8,322,,498,50.9,215,45,2018
Sutton - Sutton Middle School,2900305,ELA,249,69,48,13,201,55,106,29,8,2,363,,509.5,58.7,357,80,2018
Sutton - Sutton Middle School,2900305,MATH,228,63,18,5,210,58,123,34,12,3,363,,504.2,59.8,358,70,2018
Swampscott - Clarke,2910005,ELA,48,65,8,11,40,54,20,27,6,8,74,,506.8,46.9,39,71,2018
Swampscott - Clarke,2910005,MATH,38,51,10,14,28,38,31,42,5,7,74,,502.6,30.4,38,64,2018
Swampscott - Hadley,2910010,ELA,92,79,28,24,64,55,23,20,2,2,117,,515.1,59.3,62,94,2018
Swampscott - Hadley,2910010,MATH,77,66,14,12,63,54,37,32,3,3,117,,508.2,50.6,62,83,2018
Swampscott - Stanley,2910020,ELA,92,79,16,14,76,66,24,21,0,0,116,,512.8,54.7,59,89,2018
Swampscott - Stanley,2910020,MATH,74,64,18,16,56,48,41,35,1,1,116,,510.8,64.9,59,90,2018
Swampscott - Swampscott Middle,2910305,ELA,418,61,40,6,378,55,241,35,30,4,689,,504,42.4,673,59,2018
Swampscott - Swampscott Middle,2910305,MATH,379,55,35,5,344,50,276,40,35,5,690,,501.5,48.5,674,60,2018
Swansea - Elizabeth S Brown,2920006,ELA,177,65,35,13,142,52,88,32,6,2,271,,507.2,51.2,190,72,2018
Swansea - Elizabeth S Brown,2920006,MATH,154,57,18,7,136,50,104,38,13,5,271,,501.9,58.1,190,61,2018
Swansea - Joseph Case Jr High,2920305,ELA,197,38,19,4,178,35,259,50,57,11,513,,495.2,37.6,493,25,2018
Swansea - Joseph Case Jr High,2920305,MATH,230,45,15,3,215,42,230,45,52,10,512,,496.8,45.5,492,41,2018
Swansea - Joseph G Luther,2920020,ELA,134,61,17,8,117,53,77,35,8,4,219,,505.4,61.4,146,66,2018
Swansea - Joseph G Luther,2920020,MATH,94,43,2,1,92,42,106,48,19,9,219,,496.5,54.5,146,40,2018
TEC Connections Academy Commonwealth Virtual School District - TEC Connections Academy Commonwealth Virtual School,39020900,ELA,146,28,10,2,136,26,295,57,81,16,522,,489.6,39.2,255,14,2018
TEC Connections Academy Commonwealth Virtual School District - TEC Connections Academy Commonwealth Virtual School,39020900,MATH,111,21,2,0,109,21,278,53,132,25,521,,483.3,34.9,259,9,2018
Tantasqua - Tantasqua Regional Jr High,7700405,ELA,239,41,25,4,214,37,277,48,65,11,581,,496.2,41.8,564,29,2018
Tantasqua - Tantasqua Regional Jr High,7700405,MATH,327,57,31,5,296,51,212,37,37,6,576,,502.3,46,557,63,2018
Taunton - Benjamin Friedman Middle,2930315,ELA,367,50,49,7,318,43,287,39,79,11,733,,499.5,55,715,41,2018
Taunton - Benjamin Friedman Middle,2930315,MATH,274,37,16,2,258,35,369,50,88,12,731,,492.9,49.5,712,27,2018
Taunton - East Taunton Elementary,2930010,ELA,125,52,37,15,88,37,95,40,19,8,239,,504.3,56.4,107,60,2018
Taunton - East Taunton Elementary,2930010,MATH,135,56,22,9,113,47,78,33,27,11,240,,502.5,56.4,108,63,2018
Taunton - Edmund Hatch Bennett,2930007,ELA,58,41,9,6,49,35,63,45,19,14,140,,496.1,31.6,77,29,2018
Taunton - Edmund Hatch Bennett,2930007,MATH,52,37,10,7,42,30,68,49,20,14,140,,493.8,53.4,76,30,2018
Taunton - Elizabeth Pole,2930027,ELA,89,39,23,10,66,29,107,47,34,15,230,,494.9,47.9,112,25,2018
Taunton - Elizabeth Pole,2930027,MATH,85,37,13,6,72,31,106,46,40,17,231,,492.1,47.7,114,25,2018
Taunton - H H Galligan,2930057,ELA,39,47,6,7,33,40,40,48,4,5,83,,499.4,37.7,40,40,2018
Taunton - H H Galligan,2930057,MATH,44,53,9,11,35,42,30,36,9,11,83,,500.5,49.6,40,56,2018
Taunton - Hopewell,2930035,ELA,53,46,5,4,48,42,56,49,5,4,114,,499.3,38.8,56,40,2018
Taunton - Hopewell,2930035,MATH,72,64,13,12,59,53,33,29,7,6,112,,504.6,63.5,54,71,2018
Taunton - James L. Mulcahey Elementary School,2930015,ELA,69,35,5,3,64,32,112,56,18,9,199,,494.3,31.4,89,22,2018
Taunton - James L. Mulcahey Elementary School,2930015,MATH,34,17,3,2,31,16,117,59,49,25,200,,484.1,36,88,9,2018
Taunton - John F Parker Middle,2930305,ELA,147,32,16,3,131,29,227,49,85,19,459,,489.3,39.8,450,11,2018
Taunton - John F Parker Middle,2930305,MATH,139,30,8,2,131,28,238,51,86,19,463,,488.8,46.5,452,17,2018
Taunton - Joseph C Chamberlain,2930008,ELA,103,49,14,7,89,43,98,47,8,4,209,,501.2,47.8,117,47,2018
Taunton - Joseph C Chamberlain,2930008,MATH,103,50,21,10,82,39,87,42,18,9,208,,500.3,58.6,116,55,2018
Taunton - Joseph H Martin,2930042,ELA,231,36,17,3,214,33,325,50,89,14,645,,492.4,40.7,620,17,2018
Taunton - Joseph H Martin,2930042,MATH,186,29,3,0,183,28,339,53,118,18,643,,488.3,43.7,619,15,2018
Taunton - Taunton High,2930505,ELA,213,32,15,2,198,30,301,45,148,22,662,,488.2,34.9,641,10,2018
Taunton - Taunton High,2930505,MATH,221,33,15,2,206,31,322,49,119,18,662,,489.8,48.3,642,19,2018
Tewksbury - John F. Ryan,2950023,ELA,298,59,29,6,269,54,178,36,25,5,501,,503.7,42.9,495,58,2018
Tewksbury - John F. Ryan,2950023,MATH,282,56,18,4,264,53,192,38,28,6,502,,501.1,46.5,495,58,2018
Tewksbury - John W. Wynn Middle,2950305,ELA,316,55,55,10,261,46,191,34,63,11,570,,501.6,58.3,558,48,2018
Tewksbury - John W. Wynn Middle,2950305,MATH,285,50,27,5,258,45,230,40,54,9,569,,498.6,62,560,48,2018
Tewksbury - Louise Davy Trahan,2950025,ELA,147,64,35,15,112,49,81,35,2,1,230,,508.1,38,128,75,2018
Tewksbury - Louise Davy Trahan,2950025,MATH,121,53,22,10,99,43,95,41,14,6,230,,503,35.6,128,66,2018
Tewksbury - North Street,2950020,ELA,138,52,12,5,126,47,112,42,16,6,266,,500.2,42.6,122,42,2018
Tewksbury - North Street,2950020,MATH,143,54,19,7,124,47,107,40,15,6,265,,501.4,41.9,123,59,2018
Tisbury - Tisbury Elementary,2960005,ELA,156,74,41,19,115,54,47,22,9,4,212,,513.1,57.2,165,91,2018
Tisbury - Tisbury Elementary,2960005,MATH,136,65,26,12,110,52,69,33,5,2,210,,508.7,47.3,166,85,2018
Topsfield - Proctor Elementary,2980005,ELA,174,69,26,10,148,59,70,28,7,3,251,,508.5,48.5,238,77,2018
Topsfield - Proctor Elementary,2980005,MATH,161,64,18,7,143,57,80,32,11,4,252,,506,52.6,239,77,2018
Topsfield - Steward Elementary,2980010,ELA,66,73,15,17,51,57,23,26,1,1,90,,510.5,,,84,2018
Topsfield - Steward Elementary,2980010,MATH,51,57,8,9,43,48,34,38,5,6,90,,503.4,,,67,2018
Triton - Newbury Elementary,7730020,ELA,160,65,26,11,134,55,77,31,8,3,245,,508.2,56.1,179,75,2018
Triton - Newbury Elementary,7730020,MATH,148,60,16,7,132,54,91,37,7,3,246,,504.2,57.2,180,70,2018
Triton - Pine Grove,7730025,ELA,135,55,25,10,110,45,99,40,12,5,246,,502.9,55.1,171,54,2018
Triton - Pine Grove,7730025,MATH,92,38,9,4,83,34,123,50,29,12,244,,494.4,60.1,171,31,2018
Triton - Salisbury Elementary,7730015,ELA,129,48,12,4,117,43,127,47,15,6,271,,498.4,50.2,199,37,2018
Triton - Salisbury Elementary,7730015,MATH,107,40,8,3,99,37,137,51,26,10,270,,495.3,56.8,197,35,2018
Triton - Triton Regional Middle School,7730405,ELA,207,52,26,7,181,45,155,39,38,10,400,,501,41.4,381,46,2018
Triton - Triton Regional Middle School,7730405,MATH,186,47,19,5,167,42,185,46,27,7,398,,498.8,49,381,49,2018
Truro - Truro Central,3000005,ELA,24,53,1,2,23,51,21,47,0,0,45,,503.3,64.8,31,57,2018
Truro - Truro Central,3000005,MATH,15,33,1,2,14,31,26,58,4,9,45,,492.9,51.5,31,30,2018
Tyngsborough - Tyngsborough Elementary,3010020,ELA,231,65,42,12,189,54,111,31,11,3,353,,507.3,52.3,242,73,2018
Tyngsborough - Tyngsborough Elementary,3010020,MATH,176,50,19,5,157,44,158,45,20,6,354,,499.9,44.6,243,53,2018
Tyngsborough - Tyngsborough Middle,3010305,ELA,184,46,22,6,162,41,172,43,41,10,397,,497.5,42.9,388,33,2018
Tyngsborough - Tyngsborough Middle,3010305,MATH,216,54,13,3,203,51,154,39,28,7,398,,500.5,50.9,388,56,2018
UP Academy Charter School of Boston (District) - UP Academy Charter School of Boston,4800405,ELA,139,28,7,1,132,27,248,51,104,21,491,,487.8,51.7,439,10,2018
UP Academy Charter School of Boston (District) - UP Academy Charter School of Boston,4800405,MATH,166,34,12,2,154,31,219,45,106,22,491,,490.5,58.1,442,21,2018
UP Academy Charter School of Dorchester (District) - UP Academy Charter School of Dorchester,35050405,ELA,132,29,7,2,125,27,236,51,94,20,462,,488.1,44.8,368,10,2018
UP Academy Charter School of Dorchester (District) - UP Academy Charter School of Dorchester,35050405,MATH,105,23,5,1,100,22,243,53,114,25,462,,484.4,39.7,367,9,2018
Up-Island Regional - Chilmark Elementary,7740010,ELA,14,61,1,4,13,57,9,39,0,0,23,,503.5,,15,57,2018
Up-Island Regional - Chilmark Elementary,7740010,MATH,11,48,1,4,10,43,9,39,3,13,23,,496.8,,15,41,2018
Up-Island Regional - West Tisbury Elementary,7740020,ELA,146,65,36,16,110,49,73,32,6,3,225,,508.9,61.3,184,78,2018
Up-Island Regional - West Tisbury Elementary,7740020,MATH,147,65,28,12,119,53,64,28,15,7,226,,507,62.7,184,80,2018
Uxbridge - McCloskey Middle School,3040015,ELA,200,51,28,7,172,44,167,42,27,7,394,,500.5,53.1,377,44,2018
Uxbridge - McCloskey Middle School,3040015,MATH,186,47,12,3,174,44,177,45,29,7,392,,498,45.1,376,45,2018
Uxbridge - Whitin Elementary School,3040020,ELA,183,49,13,3,170,46,171,46,18,5,372,,500.1,43.2,241,42,2018
Uxbridge - Whitin Elementary School,3040020,MATH,166,45,14,4,152,41,168,45,39,10,373,,496.7,43.7,242,41,2018
Veritas Preparatory Charter School (District) - Veritas Preparatory Charter School,4980405,ELA,169,54,26,8,143,46,108,35,34,11,311,,499.9,57.5,297,41,2018
Veritas Preparatory Charter School (District) - Veritas Preparatory Charter School,4980405,MATH,164,53,15,5,149,48,119,38,27,9,310,,499.4,58.8,297,51,2018
Wachusett - Central Tree Middle,7750310,ELA,241,66,37,10,204,56,89,24,36,10,366,,508.1,54.7,342,75,2018
Wachusett - Central Tree Middle,7750310,MATH,248,68,39,11,209,57,83,23,34,9,365,,507.8,48.2,341,83,2018
Wachusett - Chocksett Middle School,7750315,ELA,242,68,47,13,195,54,92,26,24,7,358,,508.9,46.3,342,78,2018
Wachusett - Chocksett Middle School,7750315,MATH,209,58,31,9,178,49,133,37,18,5,360,,504.5,45.5,346,71,2018
Wachusett - Davis Hill Elementary,7750018,ELA,151,63,26,11,125,52,88,37,0,0,239,,506.8,44.2,160,71,2018
Wachusett - Davis Hill Elementary,7750018,MATH,142,59,31,13,111,46,89,37,9,4,240,,506.3,50.2,160,78,2018
Wachusett - Dawson,7750020,ELA,178,71,25,10,153,61,69,28,3,1,250,,509.5,44.5,171,80,2018
Wachusett - Dawson,7750020,MATH,161,65,24,10,137,55,83,33,5,2,249,,506.9,44.1,170,80,2018
Wachusett - Glenwood Elementary School,7750060,ELA,201,59,28,8,173,51,117,35,21,6,339,,505.6,42.8,228,66,2018
Wachusett - Glenwood Elementary School,7750060,MATH,186,55,13,4,173,51,125,37,27,8,338,,501.8,46.6,227,61,2018
Wachusett - Houghton Elementary,7750027,ELA,108,67,18,11,90,56,41,25,13,8,162,,507.2,43.3,91,72,2018
Wachusett - Houghton Elementary,7750027,MATH,98,61,19,12,79,49,49,30,14,9,161,,505.3,43.9,92,74,2018
Wachusett - Leroy E.Mayo,7750032,ELA,158,64,15,6,143,58,85,34,5,2,248,,505.8,51.8,168,67,2018
Wachusett - Leroy E.Mayo,7750032,MATH,149,61,17,7,132,54,87,35,10,4,246,,503.7,62.2,167,68,2018
Wachusett - Mountview Middle,7750305,ELA,562,71,121,15,441,56,204,26,25,3,791,,510.4,51.7,776,83,2018
Wachusett - Mountview Middle,7750305,MATH,569,72,84,11,485,61,199,25,21,3,789,,508.7,49,773,84,2018
Wachusett - Paxton Center,7750040,ELA,217,61,23,6,194,54,122,34,18,5,357,,503.4,45.1,296,56,2018
Wachusett - Paxton Center,7750040,MATH,222,62,26,7,196,55,118,33,18,5,358,,504.2,46.4,297,70,2018
Wachusett - Thomas Prince,7750045,ELA,220,80,62,22,158,57,54,20,2,1,276,,515.2,56.2,226,94,2018
Wachusett - Thomas Prince,7750045,MATH,201,73,39,14,162,59,70,25,4,1,275,,511,57.7,225,90,2018
Wakefield - Dolbeare,3050005,ELA,103,62,18,11,85,52,53,32,9,5,165,,505.8,58.7,77,67,2018
Wakefield - Dolbeare,3050005,MATH,102,62,24,15,78,47,51,31,12,7,165,,505.5,56,77,75,2018
Wakefield - Galvin Middle School,3050310,ELA,521,51,39,4,482,47,412,40,95,9,"1,028",,498.9,44.4,"1,011",38,2018
