School Name;School Code;Subject;M+E #;M+E %;E #;E %;M #;M %;PM #;PM %;NM #;NM %;No. of Students Included;Avg. Scaled Score;SGP;Included In SGP;Ach. PCTL;year;grade;student_group
Athol-Royalston - Athol-Royalston Middle School;06150305;MATH;          64;34;           4;2;          60;32;          92;49;          30;16;         186;     491.0;          56.1;         178;20;2019;ALL;female
Athol-Royalston - Athol-Royalston Middle School;06150305;SCI;          23;28;           2;2;          21;26;          48;59;          11;13;          82;     490.8;;;24;2019;ALL;female
Athol-Royalston - Royalston Community School;06150050;ELA;          28;72;           4;10;          24;62;          11;28;           0;0;          39;     511.4;          62.2;          26;71;2019;ALL;female
Athol-Royalston - Royalston Community School;06150050;MATH;          23;59;           4;10;          19;49;          16;41;           0;0;          39;     504.9;          61.6;          26;72;2019;ALL;female
Atlantis Charter (District) - Atlantis Charter School;04910550;ELA;         182;52;          38;11;         144;41;         144;41;          22;6;         348;     502.4;          49.7;         283;35;2019;ALL;female
Atlantis Charter (District) - Atlantis Charter School;04910550;MATH;         140;40;          17;5;         123;35;         179;51;          29;8;         348;     495.5;          38.8;         283;33;2019;ALL;female
Atlantis Charter (District) - Atlantis Charter School;04910550;SCI;          33;30;           1;1;          32;29;          61;56;          15;14;         109;     489.5;;;22;2019;ALL;female
Attleboro - A. Irvin Studley Elementary School;00160001;ELA;          51;70;          10;14;          41;56;          20;27;           2;3;          73;     510.6;          40.1;          39;68;2019;ALL;female
Attleboro - A. Irvin Studley Elementary School;00160001;MATH;          42;58;           6;8;          36;49;          28;38;           3;4;          73;     503.9;          46.5;          39;68;2019;ALL;female
Attleboro - Cyril K. Brennan Middle School;00160315;ELA;         167;60;          36;13;         131;47;          89;32;          22;8;         278;     506.1;          55.9;         264;50;2019;ALL;female
Attleboro - Cyril K. Brennan Middle School;00160315;MATH;         106;38;           9;3;          97;35;         138;50;          32;12;         276;     494.2;          42.7;         262;29;2019;ALL;female
Attleboro - Cyril K. Brennan Middle School;00160315;SCI;          60;45;           2;2;          58;44;          56;42;          17;13;         133;     496.0;;;38;2019;ALL;female
Attleboro - Hill-Roberts Elementary School;00160045;ELA;          45;56;           8;10;          37;46;          33;41;           2;3;          80;     504.3;          48.1;          32;43;2019;ALL;female
Attleboro - Hill-Roberts Elementary School;00160045;MATH;          33;41;           1;1;          32;40;          33;41;          14;18;          80;     493.5;          58.0;          32;26;2019;ALL;female
Attleboro - Hyman Fine Elementary School;00160040;ELA;          66;74;          14;16;          52;58;          23;26;           0;0;          89;     513.3;          66.3;          43;78;2019;ALL;female
Attleboro - Hyman Fine Elementary School;00160040;MATH;          48;54;           5;6;          43;48;          37;42;           4;4;          89;     500.7;          68.8;          43;56;2019;ALL;female
Attleboro - Peter Thacher Elementary School;00160050;ELA;          40;57;          13;19;          27;39;          26;37;           4;6;          70;     508.5;          67.4;          27;61;2019;ALL;female
Attleboro - Peter Thacher Elementary School;00160050;MATH;          38;54;           4;6;          34;49;          25;36;           7;10;          70;     501.0;          73.1;          27;58;2019;ALL;female
Attleboro - Robert J. Coelho Middle School;00160305;ELA;         174;59;          23;8;         151;51;         112;38;          11;4;         297;     503.4;          49.0;         295;40;2019;ALL;female
Attleboro - Robert J. Coelho Middle School;00160305;MATH;         181;61;          24;8;         157;53;         100;34;          16;5;         297;     503.4;          57.2;         295;66;2019;ALL;female
Attleboro - Robert J. Coelho Middle School;00160305;SCI;          84;59;          15;11;          69;49;          53;37;           5;4;         142;     503.0;;;61;2019;ALL;female
Attleboro - Thomas Willett Elementary School;00160035;ELA;          55;66;          13;16;          42;51;          26;31;           2;2;          83;     507.1;          49.9;          42;54;2019;ALL;female
