School Name;School Code;Subject;M+E #;M+E %;E #;E %;M #;M %;PM #;PM %;NM #;NM %;No. of Students Included;Part. Rate %;Avg. Scaled Score;SGP;Included In SGP;year;grade;student_group
Dighton-Rehoboth - Dighton Middle School;06500305;ELA;           4;29;           0;0;           4;29;           9;64;           1;7;          14;74;     494.4;;          14;2021;ALL;multi-race
Dighton-Rehoboth - Dighton Middle School;06500305;MATH;           2;13;           0;0;           2;13;          12;80;           1;7;          15;79;     486.1;;          15;2021;ALL;multi-race
Dighton-Rehoboth - Dorothy L Beckwith;06500310;ELA;          10;63;           1;6;           9;56;           5;31;           1;6;          16;100;     500.0;;          14;2021;ALL;multi-race
Dighton-Rehoboth - Dorothy L Beckwith;06500310;MATH;           6;38;           2;13;           4;25;           9;56;           1;6;          16;100;     496.6;;          14;2021;ALL;multi-race
Dighton-Rehoboth - Palmer River;06500010;ELA;           8;80;           1;10;           7;70;           2;20;           0;0;          10;100;     512.4;;;2021;ALL;multi-race
Dighton-Rehoboth - Palmer River;06500010;MATH;           4;40;           0;0;           4;40;           6;60;           0;0;          10;100;     501.7;;;2021;ALL;multi-race
Douglas - Douglas Elementary School;00770015;ELA;           7;47;           2;13;           5;33;           6;40;           2;13;          15;100;     501.4;;           1;2021;ALL;multi-race
Douglas - Douglas Elementary School;00770015;MATH;           1;7;           0;0;           1;7;           8;53;           6;40;          15;100;     475.2;;           1;2021;ALL;multi-race
Dover - Chickering;00780005;ELA;          12;80;           4;27;           8;53;           3;20;           0;0;          15;100;     515.3;;           3;2021;ALL;multi-race
Dover - Chickering;00780005;MATH;          13;87;           7;47;           6;40;           2;13;           0;0;          15;100;     522.7;;           3;2021;ALL;multi-race
Dover-Sherborn - Dover-Sherborn Regional Middle School;06550405;ELA;          27;77;           4;11;          23;66;           8;23;           0;0;          35;90;     511.1;          38.7;          31;2021;ALL;multi-race
Dover-Sherborn - Dover-Sherborn Regional Middle School;06550405;MATH;          26;76;           9;26;          17;50;           8;24;           0;0;          34;88;     518.4;          42.1;          30;2021;ALL;multi-race
Dracut - Justus C. Richardson Middle School;00790410;ELA;          10;63;           1;6;           9;56;           5;31;           1;6;          16;100;     503.6;;          16;2021;ALL;multi-race
Dracut - Justus C. Richardson Middle School;00790410;MATH;           6;38;           0;0;           6;38;           9;56;           1;6;          16;100;     494.4;;          16;2021;ALL;multi-race
Dudley-Charlton Reg - Charlton Middle School;06580310;ELA;           6;46;           3;23;           3;23;           3;23;           4;31;          13;100;     496.9;;          13;2021;ALL;multi-race
Dudley-Charlton Reg - Charlton Middle School;06580310;MATH;           8;62;           0;0;           8;62;           3;23;           2;15;          13;100;     496.0;;          13;2021;ALL;multi-race
Dudley-Charlton Reg - Dudley Middle School;06580305;ELA;           3;23;           0;0;           3;23;           7;54;           3;23;          13;93;     486.2;;          13;2021;ALL;multi-race
Dudley-Charlton Reg - Dudley Middle School;06580305;MATH;           0;0;           0;0;           0;0;          12;92;           1;8;          13;93;     482.9;;          13;2021;ALL;multi-race
Dudley-Charlton Reg - Heritage School;06580030;ELA;           7;50;           0;0;           7;50;           3;21;           4;29;          14;100;     495.2;;;2021;ALL;multi-race
Dudley-Charlton Reg - Heritage School;06580030;MATH;           4;29;           0;0;           4;29;           6;43;           4;29;          14;100;     489.9;;;2021;ALL;multi-race
Duxbury - Alden School;00820004;ELA;          11;55;           1;5;          10;50;           8;40;           1;5;          20;100;     499.8;;           6;2021;ALL;multi-race
Duxbury - Alden School;00820004;MATH;           7;35;           1;5;           6;30;          11;55;           2;10;          20;100;     493.6;;           6;2021;ALL;multi-race
Duxbury - Duxbury Middle;00820305;ELA;          18;75;           4;17;          14;58;           6;25;           0;0;          24;89;     514.1;          46.4;          23;2021;ALL;multi-race
Duxbury - Duxbury Middle;00820305;MATH;          17;74;           3;13;          14;61;           5;22;           1;4;          23;85;     509.7;          37.0;          22;2021;ALL;multi-race
