school_name,school_code,subject,me_num,me_percent,e_num,e_percent,m_num,m_percent,pm_num,pm_percent,nm_num,nm_percent,num_of_students_included,part_rate_percent,avg_scaled_score,sgp,included_in_sgp,ach_pctl,year,grade,student_group
Amherst-Pelham - Amherst Regional Middle School,06050405,SCI,          70,64,          11,10,          59,54,          31,28,           8,7,         109,88,     504.6,,,68,2022,ALL,white
Andover - Andover West Middle,00090310,ELA,         223,61,          37,10,         186,51,         118,33,          22,6,         363,99,     505.1,          55.3,         353,80,2022,ALL,white
Andover - Andover West Middle,00090310,MATH,         253,70,          70,19,         183,51,          88,24,          21,6,         362,99,     509.3,          61.0,         352,90,2022,ALL,white
Andover - Andover West Middle,00090310,SCI,          90,77,          23,20,          67,57,          25,21,           2,2,         117,99,     513.2,,,92,2022,ALL,white
Andover - Bancroft Elementary,00090003,ELA,         144,65,          30,13,         114,51,          70,31,           9,4,         223,99,     506.4,          63.3,         148,84,2022,ALL,white
Andover - Bancroft Elementary,00090003,MATH,         117,52,          16,7,         101,45,          85,38,          22,10,         224,100,     499.4,          60.7,         148,59,2022,ALL,white
Andover - Bancroft Elementary,00090003,SCI,          45,64,          14,20,          31,44,          23,33,           2,3,          70,99,     511.1,,,88,2022,ALL,white
Andover - Doherty Middle,00090305,ELA,         224,66,          49,14,         175,51,         100,29,          16,5,         340,100,     508.3,          59.9,         321,89,2022,ALL,white
Andover - Doherty Middle,00090305,MATH,         220,65,          40,12,         180,53,         109,32,          11,3,         340,100,     507.8,          61.5,         321,88,2022,ALL,white
Andover - Doherty Middle,00090305,SCI,          84,75,          11,10,          73,65,          24,21,           4,4,         112,100,     510.8,,,88,2022,ALL,white
Andover - Henry C Sanborn Elementary,00090010,ELA,          79,73,          24,22,          55,51,          26,24,           3,3,         108,100,     512.8,          64.1,          66,96,2022,ALL,white
Andover - Henry C Sanborn Elementary,00090010,MATH,          80,74,          20,19,          60,56,          26,24,           2,2,         108,100,     514.2,          56.2,          66,97,2022,ALL,white
Andover - Henry C Sanborn Elementary,00090010,SCI,          25,69,           9,25,          16,44,           9,25,           2,6,          36,100,     511.6,,,89,2022,ALL,white
Andover - High Plain Elementary,00090004,ELA,          89,68,          15,11,          74,56,          35,27,           7,5,         131,100,     508.4,          55.0,          78,89,2022,ALL,white
Andover - High Plain Elementary,00090004,MATH,          95,73,          23,18,          72,55,          27,21,           9,7,         131,100,     511.7,          69.6,          78,94,2022,ALL,white
Andover - High Plain Elementary,00090004,SCI,          36,80,          17,38,          19,42,           6,13,           3,7,          45,100,     518.1,,,97,2022,ALL,white
Andover - South Elementary,00090020,ELA,         116,68,          19,11,          97,57,          52,30,           3,2,         171,99,     507.8,          50.2,         115,88,2022,ALL,white
Andover - South Elementary,00090020,MATH,         116,68,          22,13,          94,55,          51,30,           4,2,         171,99,     509.2,          60.4,         115,90,2022,ALL,white
Andover - South Elementary,00090020,SCI,          44,70,          14,22,          30,48,          17,27,           2,3,          63,98,     513.4,,,92,2022,ALL,white
Andover - West Elementary,00090025,ELA,         111,58,          18,9,          93,48,          70,36,          12,6,         193,100,     504.7,          59.6,         121,79,2022,ALL,white
Andover - West Elementary,00090025,MATH,          97,51,          12,6,          85,44,          77,40,          18,9,         192,99,     501.4,          62.2,         121,66,2022,ALL,white
Andover - West Elementary,00090025,SCI,          39,53,           8,11,          31,42,          30,41,           4,5,          73,99,     504.3,,,67,2022,ALL,white
Andover - Wood Hill Middle School,00090350,ELA,         115,61,          23,12,          92,49,          66,35,           6,3,         187,99,     506.0,          47.3,         180,83,2022,ALL,white
Andover - Wood Hill Middle School,00090350,MATH,         116,62,          22,12,          94,51,          63,34,           7,4,         186,99,     506.0,          47.5,         180,83,2022,ALL,white
