school_name,school_code,subject,me_num,me_percent,e_num,e_percent,m_num,m_percent,pm_num,pm_percent,nm_num,nm_percent,num_of_students_included,part_rate_percent,avg_scaled_score,sgp,included_in_sgp,ach_pctl,year
Central Berkshire - Becket Washington School,06350005,MATH,          31,57,           3,6,          28,52,          20,37,           3,6,          54,,     504.2,          53.8,          39,68,2019
Central Berkshire - Becket Washington School,06350005,SCI,          13,62,           1,5,          12,57,           7,33,           1,5,          21,,     505.2,,,69,2019
Central Berkshire - Craneville,06350025,ELA,          94,47,          19,10,          75,38,          90,45,          14,7,         198,,     500.3,          62.2,         133,42,2019
Central Berkshire - Craneville,06350025,MATH,          87,44,          10,5,          77,39,          93,47,          17,9,         197,,     496.3,          59.6,         132,37,2019
Central Berkshire - Craneville,06350025,SCI,          25,37,           3,4,          22,32,          36,53,           7,10,          68,,     494.8,,,34,2019
Central Berkshire - Kittredge,06350035,ELA,          19,45,           4,10,          15,36,          21,50,           2,5,          42,,     503.3,          57.5,          27,54,2019
Central Berkshire - Kittredge,06350035,MATH,          18,43,           2,5,          16,38,          21,50,           3,7,          42,,     496.7,          45.7,          27,38,2019
Central Berkshire - Kittredge,06350035,SCI,           4,29,           0,0,           4,29,           9,64,           1,7,          14,,     491.8,,,26,2019
Central Berkshire - Nessacus Regional Middle School,06350305,ELA,         145,40,          25,7,         120,33,         163,45,          54,15,         362,,     495.0,          45.7,         348,24,2019
Central Berkshire - Nessacus Regional Middle School,06350305,MATH,         149,41,          20,6,         129,36,         174,48,          39,11,         362,,     497.1,          50.6,         347,40,2019
Central Berkshire - Nessacus Regional Middle School,06350305,SCI,          49,42,           2,2,          47,41,          55,47,          12,10,         116,,     495.9,,,36,2019
Chelmsford - Byam School,00560030,ELA,         130,66,          24,12,         106,54,          56,28,          11,6,         197,,     508.4,          51.9,          98,74,2019
Chelmsford - Byam School,00560030,MATH,         127,64,          24,12,         103,52,          60,30,          11,6,         198,,     507.0,          48.0,          99,77,2019
Chelmsford - Center Elementary School,00560005,ELA,         118,70,          27,16,          91,54,          44,26,           6,4,         168,,     511.4,          50.1,          84,83,2019
Chelmsford - Center Elementary School,00560005,MATH,         103,61,          27,16,          76,45,          54,32,          11,7,         168,,     506.7,          62.7,          85,76,2019
Chelmsford - Charles D Harrington,00560025,ELA,         119,63,          13,7,         106,56,          67,35,           4,2,         190,,     505.6,          50.5,         102,63,2019
Chelmsford - Charles D Harrington,00560025,MATH,          96,51,          19,10,          77,41,          80,42,          13,7,         189,,     501.3,          51.0,         101,56,2019
Chelmsford - Col Moses Parker School,00560305,ELA,         477,70,         105,16,         372,55,         174,26,          26,4,         677,,     510.5,          57.3,         659,80,2019
Chelmsford - Col Moses Parker School,00560305,MATH,         458,68,         116,17,         342,51,         193,29,          24,4,         675,,     509.6,          56.8,         660,85,2019
Chelmsford - Col Moses Parker School,00560305,SCI,         217,63,          45,13,         172,50,         107,31,          18,5,         342,,     506.5,,,74,2019
Chelmsford - McCarthy Middle School,00560310,ELA,         570,73,         127,16,         443,56,         181,23,          35,4,         786,,     511.9,          58.1,         750,84,2019
Chelmsford - McCarthy Middle School,00560310,MATH,         520,66,         132,17,         388,50,         230,29,          32,4,         782,,     509.8,          51.9,         748,85,2019
Chelmsford - McCarthy Middle School,00560310,SCI,         269,69,          76,20,         193,50,         103,27,          16,4,         388,,     511.5,,,88,2019
Chelmsford - South Row,00560015,ELA,         106,66,          21,13,          85,53,          53,33,           1,1,         160,,     509.5,          39.6,          77,77,2019
Chelmsford - South Row,00560015,MATH,         101,63,          27,17,          74,46,          52,33,           7,4,         160,,     507.6,          50.6,          77,79,2019
Chelsea - Clark Avenue School,00570050,ELA,         159,27,           8,1,         151,26,         265,45,         163,28,         587,,     485.4,          38.9,         559,6,2019
Chelsea - Clark Avenue School,00570050,MATH,         125,21,           9,2,         116,20,         303,52,         160,27,         588,,     484.2,          32.4,         564,8,2019
Chelsea - Clark Avenue School,00570050,SCI,          57,19,           0,0,          57,19,         172,56,          79,26,         308,,     482.1,,,10,2019
Chelsea - Edgar A Hooks Elementary,00570030,ELA,         119,45,          12,4,         107,40,         123,46,          25,9,         267,,     497.6,          56.1,         139,32,2019
Chelsea - Edgar A Hooks Elementary,00570030,MATH,         176,66,          25,9,         151,57,          83,31,           8,3,         267,,     507.0,          49.4,         140,77,2019
Chelsea - Eugene Wright Science and Technology Academy,00570045,ELA,         163,34,          23,5,         140,29,         196,41,         120,25,         479,,     490.8,          55.3,         447,14,2019
Chelsea - Eugene Wright Science and Technology Academy,00570045,MATH,          85,18,           2,0,          83,17,         251,52,         144,30,         480,,     482.3,          39.0,         453,7,2019
Chelsea - Eugene Wright Science and Technology Academy,00570045,SCI,          50,22,           3,1,          47,21,          98,44,          76,34,         224,,     481.9,,,10,2019
Chelsea - Frank M Sokolowski Elementary,00570040,ELA,          72,28,           5,2,          67,26,         143,56,          42,16,         257,,     489.9,          47.3,         115,12,2019
Chelsea - Frank M Sokolowski Elementary,00570040,MATH,          72,28,           5,2,          67,26,         141,55,          43,17,         256,,     489.0,          51.0,         113,17,2019
Chelsea - George F. Kelly Elementary,00570035,ELA,         150,51,          26,9,         124,42,         127,43,          15,5,         292,,     502.1,          55.6,         177,49,2019
Chelsea - George F. Kelly Elementary,00570035,MATH,         143,49,          12,4,         131,45,         124,42,          25,9,         292,,     498.6,          50.3,         177,46,2019
Chelsea - George F. Kelly Elementary,00570035,SCI,          27,71,           4,11,          23,61,          10,26,           1,3,          38,,     506.6,,,74,2019
Chelsea - Joseph A. Browne School,00570055,ELA,         132,24,          17,3,         115,21,         254,47,         153,28,         539,,     484.2,          57.5,         497,5,2019
Chelsea - Joseph A. Browne School,00570055,MATH,          67,12,           7,1,          60,11,         268,50,         204,38,         539,,     476.6,          38.3,         499,3,2019
Chelsea - Joseph A. Browne School,00570055,SCI,          37,14,           2,1,          35,13,         151,56,          80,30,         268,,     479.8,,,8,2019
Chelsea - William A Berkowitz Elementary,00570025,ELA,          93,40,           5,2,          88,37,         118,50,          24,10,         235,,     495.3,          45.9,         117,25,2019
Chelsea - William A Berkowitz Elementary,00570025,MATH,          85,36,           3,1,          82,35,         106,45,          44,19,         235,,     491.0,          55.5,         117,20,2019
Chesterfield-Goshen - New Hingham Regional Elementary,06320025,ELA,          33,53,           3,5,          30,48,          21,34,           8,13,          62,,     498.4,          45.0,          47,34,2019
Chesterfield-Goshen - New Hingham Regional Elementary,06320025,MATH,          19,31,           4,6,          15,24,          32,52,          11,18,          62,,     490.0,          36.0,          47,19,2019
Chesterfield-Goshen - New Hingham Regional Elementary,06320025,SCI,           6,50,           1,8,           5,42,           6,50,           0,0,          12,,     504.8,,,67,2019
Chicopee - Barry,00610003,ELA,         104,49,          22,10,          82,39,          91,43,          17,8,         212,,     502.6,          47.1,         138,51,2019
Chicopee - Barry,00610003,MATH,         116,55,           8,4,         108,51,          77,36,          19,9,         212,,     501.6,          47.5,         138,58,2019
Chicopee - Barry,00610003,SCI,          32,42,           2,3,          30,39,          38,49,           7,9,          77,,     497.1,,,40,2019
