school_name,school_code,subject,me_num,me_percent,e_num,e_percent,m_num,m_percent,pm_num,pm_percent,nm_num,nm_percent,num_of_students_included,part_rate_percent,avg_scaled_score,sgp,included_in_sgp,ach_pctl,year
Martha's Vineyard Charter Public School (District) - Martha's Vineyard Charter Public School,04660550,MATH,          42,41,           3,3,          39,38,          54,53,           6,6,         102,,     495.9,          55.8,          79,35,2019
Martha's Vineyard Charter Public School (District) - Martha's Vineyard Charter Public School,04660550,SCI,          16,47,           2,6,          14,41,          17,50,           1,3,          34,,     501.3,,,55,2019
"Martin Luther King, Jr. Charter School of Excellence (District) - Martin Luther King, Jr. Charter School of Excellence",04920005,ELA,          66,37,           1,1,          65,37,          97,55,          14,8,         177,,     494.8,          36.6,         106,23,2019
"Martin Luther King, Jr. Charter School of Excellence (District) - Martin Luther King, Jr. Charter School of Excellence",04920005,MATH,          76,43,           5,3,          71,40,          91,51,          10,6,         177,,     499.0,          46.3,         108,48,2019
"Martin Luther King, Jr. Charter School of Excellence (District) - Martin Luther King, Jr. Charter School of Excellence",04920005,SCI,          29,51,           2,4,          27,47,          27,47,           1,2,          57,,     500.6,,,52,2019
Masconomet - Masconomet Regional Middle School,07050405,ELA,         470,75,         120,19,         350,56,         143,23,          17,3,         630,,     513.2,          57.8,         601,88,2019
Masconomet - Masconomet Regional Middle School,07050405,MATH,         453,72,         104,17,         349,56,         161,26,          14,2,         628,,     510.7,          51.1,         598,87,2019
Masconomet - Masconomet Regional Middle School,07050405,SCI,         267,81,          94,29,         173,53,          56,17,           6,2,         329,,     517.8,,,97,2019
Mashpee - Mashpee Middle School,01720020,ELA,         127,52,          12,5,         115,47,          94,39,          22,9,         243,,     499.8,          48.7,         231,39,2019
Mashpee - Mashpee Middle School,01720020,MATH,         115,48,          15,6,         100,41,         112,46,          15,6,         242,,     499.0,          45.9,         230,48,2019
Mashpee - Mashpee Middle School,01720020,SCI,          73,54,           6,4,          67,50,          52,39,          10,7,         135,,     501.4,,,56,2019
Mashpee - Quashnet School,01720035,ELA,         252,51,          34,7,         218,44,         206,42,          37,7,         495,,     500.9,          49.4,         366,44,2019
Mashpee - Quashnet School,01720035,MATH,         250,51,          40,8,         210,43,         203,41,          40,8,         493,,     500.4,          51.1,         364,53,2019
Mashpee - Quashnet School,01720035,SCI,          52,42,           5,4,          47,38,          63,51,           9,7,         124,,     497.1,,,40,2019
Match Charter Public School (District) - Match Charter Public School,04690505,ELA,         230,41,          31,6,         199,35,         269,48,          63,11,         562,,     496.4,          51.9,         438,29,2019
Match Charter Public School (District) - Match Charter Public School,04690505,MATH,         246,44,          20,4,         226,40,         272,48,          46,8,         564,,     496.4,          61.2,         440,39,2019
Match Charter Public School (District) - Match Charter Public School,04690505,SCI,          53,28,           4,2,          49,26,         103,54,          33,17,         189,,     489.7,,,23,2019
Mattapoisett - Center,01730005,ELA,          48,80,          14,23,          34,57,          12,20,           0,0,          60,,     516.9,,,94,2019
Mattapoisett - Center,01730005,MATH,          38,63,           8,13,          30,50,          20,33,           2,3,          60,,     507.0,,,77,2019
Mattapoisett - Old Hammondtown,01730010,ELA,         139,73,          36,19,         103,54,          49,26,           2,1,         190,,     514.2,          62.7,         184,90,2019
Mattapoisett - Old Hammondtown,01730010,MATH,         143,76,          32,17,         111,59,          40,21,           6,3,         189,,     511.6,          60.4,         183,89,2019
Mattapoisett - Old Hammondtown,01730010,SCI,          54,82,          10,15,          44,67,          10,15,           2,3,          66,,     512.1,,,90,2019
Maynard - Fowler School,01740305,ELA,         218,47,          12,3,         206,44,         206,44,          44,9,         468,,     496.8,          48.3,         455,29,2019
Maynard - Fowler School,01740305,MATH,         224,48,          24,5,         200,43,         198,42,          47,10,         469,,     496.7,          54.2,         458,38,2019
Maynard - Fowler School,01740305,SCI,         126,62,          15,7,         111,55,          62,31,          14,7,         202,,     503.4,,,63,2019
Maynard - Green Meadow,01740010,ELA,          48,46,           4,4,          44,42,          50,48,           6,6,         104,,     498.9,,,36,2019
Maynard - Green Meadow,01740010,MATH,          48,47,           5,5,          43,42,          48,47,           7,7,         103,,     497.3,,,41,2019
Medfield - Dale Street,01750005,ELA,         271,72,          38,10,         233,62,          97,26,           7,2,         375,,     509.5,          52.4,         363,77,2019
Medfield - Dale Street,01750005,MATH,         255,68,          44,12,         211,56,         109,29,          11,3,         375,,     509.5,          55.3,         363,84,2019
Medfield - Dale Street,01750005,SCI,         120,64,          12,6,         108,58,          60,32,           7,4,         187,,     505.6,,,71,2019
Medfield - Ralph Wheelock School,01750007,ELA,         159,80,          33,17,         126,63,          37,19,           3,2,         199,,     513.7,,,89,2019
Medfield - Ralph Wheelock School,01750007,MATH,         143,72,          35,18,         108,54,          49,25,           8,4,         200,,     511.4,,,88,2019
Medfield - Thomas Blake Middle,01750305,ELA,         446,75,          96,16,         350,59,         136,23,          12,2,         594,,     511.6,          52.4,         583,83,2019
Medfield - Thomas Blake Middle,01750305,MATH,         439,74,         111,19,         328,55,         144,24,          10,2,         593,,     512.3,          49.1,         584,90,2019
Medfield - Thomas Blake Middle,01750305,SCI,         158,73,          46,21,         112,52,          54,25,           4,2,         216,,     513.2,,,92,2019
Medford - Brooks School,01760130,ELA,         152,66,          25,11,         127,55,          65,28,          14,6,         231,,     507.6,          49.2,         141,71,2019
Medford - Brooks School,01760130,MATH,         131,57,          23,10,         108,47,          77,33,          23,10,         231,,     501.9,          41.3,         141,59,2019
Medford - Brooks School,01760130,SCI,          40,53,           8,11,          32,42,          30,39,           6,8,          76,,     500.7,,,53,2019
Medford - John J McGlynn Elementary School,01760068,ELA,         104,43,          16,7,          88,37,         119,49,          18,7,         241,,     498.1,          41.5,         168,33,2019
Medford - John J McGlynn Elementary School,01760068,MATH,          90,37,           8,3,          82,34,         123,51,          28,12,         241,,     493.1,          39.7,         167,26,2019
Medford - John J McGlynn Elementary School,01760068,SCI,          27,33,           6,7,          21,26,          40,49,          15,18,          82,,     491.6,,,25,2019
Medford - John J. McGlynn Middle School,01760320,ELA,         148,36,          18,4,         130,31,         187,45,          79,19,         414,,     492.2,          51.1,         376,17,2019
Medford - John J. McGlynn Middle School,01760320,MATH,          91,22,           4,1,          87,21,         245,59,          78,19,         414,,     486.9,          50.4,         376,13,2019
Medford - John J. McGlynn Middle School,01760320,SCI,          43,28,           2,1,          41,27,          89,58,          21,14,         153,,     489.7,,,22,2019
Medford - Madeleine Dugger Andrews,01760315,ELA,         265,57,          52,11,         213,46,         162,35,          38,8,         465,,     503.1,          55.7,         463,53,2019
Medford - Madeleine Dugger Andrews,01760315,MATH,         233,50,          44,9,         189,41,         197,42,          35,8,         465,,     500.7,          60.6,         463,54,2019
Medford - Madeleine Dugger Andrews,01760315,SCI,          90,55,          18,11,          72,44,          57,35,          17,10,         164,,     501.9,,,57,2019
Medford - Milton Fuller Roberts,01760150,ELA,         136,50,          12,4,         124,46,         107,39,          28,10,         271,,     499.4,          48.2,         172,38,2019
Medford - Milton Fuller Roberts,01760150,MATH,         115,43,          12,4,         103,38,         120,44,          35,13,         270,,     496.0,          52.6,         172,36,2019
Medford - Milton Fuller Roberts,01760150,SCI,          43,46,           9,10,          34,37,          38,41,          12,13,          93,,     499.0,,,45,2019
Medford - Missituk Elementary School,01760140,ELA,          73,42,           5,3,          68,39,          83,48,          18,10,         174,,     496.0,          49.2,         119,27,2019
Medford - Missituk Elementary School,01760140,MATH,          63,37,           7,4,          56,33,          80,47,          29,17,         172,,     492.1,          49.7,         117,23,2019
Medford - Missituk Elementary School,01760140,SCI,          27,42,           3,5,          24,38,          25,39,          12,19,          64,,     492.9,,,28,2019
Medway - Burke/Memorial Elementary School,01770015,ELA,         208,63,          49,15,         159,48,         104,31,          20,6,         332,,     507.1,          48.6,         162,69,2019
Medway - Burke/Memorial Elementary School,01770015,MATH,         192,58,          33,10,         159,48,         123,37,          17,5,         332,,     503.5,          40.0,         162,65,2019
Medway - Medway Middle,01770305,ELA,         448,66,         110,16,         338,50,         206,30,          24,4,         678,,     509.1,          48.6,         671,76,2019
Medway - Medway Middle,01770305,MATH,         438,65,          79,12,         359,53,         221,33,          18,3,         677,,     507.6,          49.5,         670,79,2019
Medway - Medway Middle,01770305,SCI,         203,58,          27,8,         176,50,         133,38,          14,4,         350,,     504.4,,,67,2019
Melrose - Herbert Clark Hoover,01780017,ELA,          86,70,          21,17,          65,53,          33,27,           4,3,         123,,     510.0,          47.0,          79,79,2019
Melrose - Herbert Clark Hoover,01780017,MATH,          89,72,          17,14,          72,59,          29,24,           5,4,         123,,     509.6,          48.4,          79,85,2019
Melrose - Herbert Clark Hoover,01780017,SCI,          24,62,           3,8,          21,54,          14,36,           1,3,          39,,     505.2,,,69,2019
Melrose - Horace Mann,01780025,ELA,         117,90,          33,25,          84,65,          13,10,           0,0,         130,,     520.1,          68.1,          87,98,2019
Melrose - Horace Mann,01780025,MATH,         114,87,          23,18,          91,69,          15,11,           2,2,         131,,     515.8,          61.0,          88,95,2019
Melrose - Horace Mann,01780025,SCI,          23,55,           5,12,          18,43,          19,45,           0,0,          42,,     504.9,,,68,2019
Melrose - Lincoln,01780020,ELA,         156,77,          46,23,         110,54,          43,21,           3,1,         202,,     515.6,          69.1,         127,93,2019
Melrose - Lincoln,01780020,MATH,         123,61,          31,15,          92,45,          69,34,          11,5,         203,,     507.6,          51.9,         128,79,2019
Melrose - Lincoln,01780020,SCI,          49,72,          10,15,          39,57,          18,26,           1,1,          68,,     509.4,,,83,2019
Melrose - Melrose Middle,01780305,ELA,         539,70,         174,23,         365,47,         191,25,          42,5,         772,,     511.7,          55.9,         756,84,2019
Melrose - Melrose Middle,01780305,MATH,         467,61,          97,13,         370,48,         258,33,          46,6,         771,,     505.3,          42.5,         754,71,2019
Melrose - Melrose Middle,01780305,SCI,         151,61,          40,16,         111,45,          85,34,          12,5,         248,,     506.9,,,75,2019
Melrose - Roosevelt,01780035,ELA,         149,74,          17,8,         132,66,          46,23,           6,3,         201,,     512.2,          56.4,         120,85,2019
Melrose - Roosevelt,01780035,MATH,         133,67,          27,14,         106,53,          56,28,          11,6,         200,,     509.4,          52.9,         120,84,2019
Melrose - Roosevelt,01780035,SCI,          39,64,          12,20,          27,44,          16,26,           6,10,          61,,     506.6,,,74,2019
Melrose - Winthrop,01780050,ELA,         152,78,          50,26,         102,53,          41,21,           1,1,         194,,     517.9,          59.9,         125,96,2019
Melrose - Winthrop,01780050,MATH,         139,72,          30,15,         109,56,          53,27,           2,1,         194,,     511.8,          55.2,         125,89,2019
Melrose - Winthrop,01780050,SCI,          40,60,          11,16,          29,43,          26,39,           1,1,          67,,     506.3,,,73,2019
Mendon-Upton - Henry P Clough,07100179,ELA,          76,55,           8,6,          68,50,          56,41,           5,4,         137,,     503.2,          40.9,          62,53,2019
Mendon-Upton - Henry P Clough,07100179,MATH,          72,53,          10,7,          62,45,          58,42,           7,5,         137,,     501.9,          40.6,          62,59,2019
Mendon-Upton - Memorial School,07100001,ELA,         117,65,          22,12,          95,52,          48,27,          16,9,         181,,     509.9,          62.8,          88,78,2019
Mendon-Upton - Memorial School,07100001,MATH,         110,61,          17,9,          93,51,          52,29,          19,10,         181,,     505.2,          57.2,          88,71,2019
Mendon-Upton - Miscoe Hill School,07100015,ELA,         437,56,          62,8,         375,48,         280,36,          59,8,         776,,     502.2,          43.3,         757,49,2019
Mendon-Upton - Miscoe Hill School,07100015,MATH,         367,47,          54,7,         313,40,         346,45,          62,8,         775,,     499.4,          40.2,         754,49,2019
Mendon-Upton - Miscoe Hill School,07100015,SCI,         214,55,          31,8,         183,47,         149,39,          24,6,         387,,     502.1,,,58,2019
Methuen - Comprehensive Grammar School,01810050,ELA,         356,54,          69,10,         287,43,         230,35,          74,11,         660,,     501.7,          51.0,         512,47,2019
Methuen - Comprehensive Grammar School,01810050,MATH,         307,47,          50,8,         257,39,         269,41,          84,13,         660,,     498.4,          47.7,         512,45,2019
Methuen - Comprehensive Grammar School,01810050,SCI,          92,37,          15,6,          77,31,         113,45,          44,18,         249,,     493.3,,,29,2019
Methuen - Donald P Timony Grammar,01810060,ELA,         298,35,          24,3,         274,32,         457,54,          97,11,         852,,     493.3,          44.7,         710,19,2019
Methuen - Donald P Timony Grammar,01810060,MATH,         328,38,          46,5,         282,33,         436,51,          90,11,         854,,     494.4,          45.5,         710,30,2019
Methuen - Donald P Timony Grammar,01810060,SCI,          66,23,           4,1,          62,21,         167,58,          56,19,         289,,     487.2,,,18,2019
Methuen - Marsh Grammar School,01810030,ELA,         437,56,          99,13,         338,43,         257,33,          85,11,         779,,     504.6,          55.5,         630,59,2019
Methuen - Marsh Grammar School,01810030,MATH,         387,50,          53,7,         334,43,         301,39,          90,12,         778,,     500.2,          57.1,         629,52,2019
Methuen - Marsh Grammar School,01810030,SCI,         111,42,           9,3,         102,39,         124,47,          28,11,         263,,     496.6,,,38,2019
Methuen - Tenney Grammar School,01810055,ELA,         332,37,          32,4,         300,34,         432,48,         128,14,         892,,     494.0,          41.9,         729,21,2019
Methuen - Tenney Grammar School,01810055,MATH,         339,38,          44,5,         295,33,         421,47,         134,15,         894,,     493.5,          42.4,         728,27,2019
Methuen - Tenney Grammar School,01810055,SCI,          96,34,          11,4,          85,30,         157,55,          31,11,         284,,     493.4,,,29,2019
Middleborough - Henry B. Burkland Elementary School,01820008,ELA,         169,51,          17,5,         152,46,         145,44,          16,5,         330,,     501.2,          41.7,         223,45,2019
Middleborough - Henry B. Burkland Elementary School,01820008,MATH,         188,57,          34,10,         154,47,         121,37,          21,6,         330,,     503.2,          42.2,         225,64,2019
Middleborough - Henry B. Burkland Elementary School,01820008,SCI,          69,58,           7,6,          62,52,          45,38,           6,5,         120,,     502.5,,,59,2019
Middleborough - John T. Nichols Middle,01820305,ELA,         371,49,          80,10,         291,38,         299,39,          93,12,         763,,     499.4,          52.8,         739,38,2019
Middleborough - John T. Nichols Middle,01820305,MATH,         320,42,          36,5,         284,37,         374,49,          65,9,         759,,     496.4,          43.2,         736,37,2019
Middleborough - John T. Nichols Middle,01820305,SCI,         120,49,           8,3,         112,46,         106,43,          20,8,         246,,     499.1,,,46,2019
Middleborough - Mary K. Goode Elementary School,01820010,ELA,         158,45,          15,4,         143,41,         166,47,          29,8,         353,,     498.5,          49.7,         233,34,2019
Middleborough - Mary K. Goode Elementary School,01820010,MATH,         202,57,          26,7,         176,50,         122,35,          29,8,         353,,     502.9,          53.5,         232,63,2019
Middleborough - Mary K. Goode Elementary School,01820010,SCI,          64,48,           8,6,          56,42,          56,42,          14,10,         134,,     502.1,,,58,2019
Middleton - Howe-Manning,01840005,ELA,         243,69,          47,13,         196,56,          95,27,          12,3,         350,,     509.3,          47.9,         266,76,2019
Middleton - Howe-Manning,01840005,MATH,         244,70,          37,11,         207,59,          91,26,          14,4,         349,,     508.8,          61.2,         264,82,2019
Middleton - Howe-Manning,01840005,SCI,          71,71,          17,17,          54,54,          24,24,           5,5,         100,,     510.6,,,86,2019
Milford - Stacy Middle,01850305,ELA,         519,53,          96,10,         423,43,         363,37,          95,10,         977,,     501.4,          50.0,         931,46,2019
Milford - Stacy Middle,01850305,MATH,         373,38,          54,6,         319,33,         495,51,         111,11,         979,,     494.4,          47.1,         934,30,2019
Milford - Stacy Middle,01850305,SCI,         167,49,          28,8,         139,40,         147,43,          30,9,         344,,     499.5,,,48,2019
Milford - Woodland,01850090,ELA,         454,48,          58,6,         396,42,         425,45,          67,7,         946,,     499.8,          55.1,         602,39,2019
Milford - Woodland,01850090,MATH,         435,46,          47,5,         388,41,         419,44,          92,10,         946,,     497.1,          47.4,         602,40,2019
Milford - Woodland,01850090,SCI,         175,55,          31,10,         144,45,         119,38,          23,7,         317,,     502.1,,,58,2019
Millbury - Elmwood Street,01860017,ELA,          59,46,          11,9,          48,37,          59,46,          11,9,         129,,     501.3,,,46,2019
Millbury - Elmwood Street,01860017,MATH,          47,36,           8,6,          39,30,          67,52,          15,12,         129,,     494.4,,,30,2019
Millbury - Millbury Junior/Senior High,01860505,ELA,         109,40,           7,3,         102,37,         130,48,          34,12,         273,,     494.7,          39.1,         259,23,2019
Millbury - Millbury Junior/Senior High,01860505,MATH,         110,40,           7,3,         103,38,         133,49,          30,11,         273,,     495.1,          41.9,         258,32,2019
Millbury - Millbury Junior/Senior High,01860505,SCI,          69,50,           4,3,          65,47,          64,47,           4,3,         137,,     500.9,,,54,2019
Millbury - Raymond E. Shaw Elementary,01860025,ELA,         207,48,          16,4,         191,45,         187,44,          35,8,         429,,     498.2,          46.0,         421,33,2019
Millbury - Raymond E. Shaw Elementary,01860025,MATH,         175,41,          19,4,         156,36,         215,50,          39,9,         429,,     496.6,          50.4,         422,38,2019
Millbury - Raymond E. Shaw Elementary,01860025,SCI,          63,46,           7,5,          56,41,          61,45,          13,9,         137,,     499.0,,,45,2019
Millis - Clyde F Brown,01870005,ELA,         109,60,          23,13,          86,48,          67,37,           5,3,         181,,     506.2,          60.6,         102,65,2019
Millis - Clyde F Brown,01870005,MATH,         101,56,          16,9,          85,47,          64,36,          15,8,         180,,     502.4,          61.1,         101,62,2019
Millis - Millis Middle,01870020,ELA,         233,63,          49,13,         184,50,         116,32,          19,5,         368,,     506.6,          51.0,         359,67,2019
Millis - Millis Middle,01870020,MATH,         236,64,          56,15,         180,49,         119,33,          11,3,         366,,     508.3,          54.3,         359,81,2019
Millis - Millis Middle,01870020,SCI,          96,54,          17,10,          79,45,          74,42,           7,4,         177,,     504.0,,,65,2019
Milton - Charles S Pierce Middle,01890410,ELA,         639,69,         162,17,         477,51,         244,26,          44,5,         927,,     510.6,          57.1,         902,81,2019
Milton - Charles S Pierce Middle,01890410,MATH,         624,67,          94,10,         530,57,         269,29,          33,4,         926,,     507.9,          46.7,         899,79,2019
Milton - Charles S Pierce Middle,01890410,SCI,         180,62,          39,13,         141,49,          96,33,          14,5,         290,,     506.0,,,72,2019
Milton - Collicot,01890005,ELA,         244,75,          60,18,         184,57,          75,23,           6,2,         325,,     513.3,          57.0,         217,88,2019
Milton - Collicot,01890005,MATH,         219,67,          38,12,         181,56,         101,31,           5,2,         325,,     509.3,          56.7,         218,84,2019
Milton - Collicot,01890005,SCI,          57,57,           9,9,          48,48,          40,40,           3,3,         100,,     505.1,,,69,2019
Milton - Cunningham School,01890007,ELA,         174,70,          28,11,         146,59,          61,25,          12,5,         247,,     510.1,          55.4,         151,79,2019
Milton - Cunningham School,01890007,MATH,         174,70,          33,13,         141,57,          60,24,          13,5,         247,,     508.8,          64.7,         151,82,2019
Milton - Cunningham School,01890007,SCI,          49,70,          16,23,          33,47,          19,27,           2,3,          70,,     512.6,,,91,2019
Milton - Glover,01890010,ELA,         238,81,          58,20,         180,61,          47,16,           8,3,         293,,     515.1,          50.8,         197,91,2019
Milton - Glover,01890010,MATH,         241,82,          65,22,         176,60,          42,14,          10,3,         293,,     515.1,          54.0,         195,95,2019
Milton - Glover,01890010,SCI,          86,79,          30,28,          56,51,          21,19,           2,2,         109,,     517.4,,,97,2019
Milton - Tucker,01890020,ELA,         131,69,          24,13,         107,56,          55,29,           5,3,         191,,     508.5,          50.8,         128,74,2019
Milton - Tucker,01890020,MATH,         128,67,          28,15,         100,52,          57,30,           6,3,         191,,     508.5,          54.4,         129,82,2019
Milton - Tucker,01890020,SCI,          46,69,          13,19,          33,49,          20,30,           1,1,          67,,     510.8,,,87,2019
Mohawk Trail - Buckland-Shelburne Regional,07170005,ELA,          76,58,          16,12,          60,46,          50,38,           5,4,         131,,     507.3,          59.6,          94,70,2019
Mohawk Trail - Buckland-Shelburne Regional,07170005,MATH,          68,52,           6,5,          62,47,          59,45,           5,4,         132,,     500.9,          54.6,          95,55,2019
Mohawk Trail - Buckland-Shelburne Regional,07170005,SCI,          21,66,           3,9,          18,56,          10,31,           1,3,          32,,     509.3,,,83,2019
Mohawk Trail - Colrain Central,07170010,ELA,          25,45,           3,5,          22,39,          23,41,           8,14,          56,,     496.0,          47.1,          34,27,2019
Mohawk Trail - Colrain Central,07170010,MATH,          24,43,           0,0,          24,43,          26,46,           6,11,          56,,     495.6,          53.9,          32,33,2019
Mohawk Trail - Mohawk Trail Regional School,07170505,ELA,          50,43,           4,3,          46,39,          50,43,          17,15,         117,,     495.1,          45.6,         115,24,2019
Mohawk Trail - Mohawk Trail Regional School,07170505,MATH,          29,25,           1,1,          28,24,          70,59,          19,16,         118,,     488.0,          42.6,         118,15,2019
Mohawk Trail - Mohawk Trail Regional School,07170505,SCI,          20,39,           2,4,          18,35,          20,39,          11,22,          51,,     491.7,,,26,2019
Mohawk Trail - Sanderson Academy,07170020,ELA,          29,55,           1,2,          28,53,          22,42,           2,4,          53,,     500.4,          35.0,          42,42,2019
Mohawk Trail - Sanderson Academy,07170020,MATH,          23,43,           3,6,          20,38,          26,49,           4,8,          53,,     497.2,          42.6,          42,40,2019
Mohawk Trail - Sanderson Academy,07170020,SCI,           4,36,           0,0,           4,36,           6,55,           1,9,          11,,     493.7,,,30,2019
Monomoy Regional School District - Chatham Elementary School,07120001,ELA,          45,47,          13,14,          32,33,          46,48,           5,5,          96,,     500.8,          41.6,          53,44,2019
Monomoy Regional School District - Chatham Elementary School,07120001,MATH,          42,44,           3,3,          39,41,          40,42,          14,15,          96,,     494.7,          51.6,          53,31,2019
Monomoy Regional School District - Harwich Elementary School,07120002,ELA,         127,64,          21,11,         106,53,          65,33,           8,4,         200,,     507.3,          48.0,         102,70,2019
Monomoy Regional School District - Harwich Elementary School,07120002,MATH,         108,54,          11,6,          97,49,          82,41,          10,5,         200,,     502.3,          53.9,         102,61,2019
Monomoy Regional School District - Monomoy Regional High School,07120515,ELA,          68,49,          14,10,          54,39,          51,37,          20,14,         139,,     498.9,          51.7,         129,36,2019
Monomoy Regional School District - Monomoy Regional High School,07120515,MATH,          61,44,           8,6,          53,38,          68,49,           9,7,         138,,     499.5,          51.3,         127,50,2019
Monomoy Regional School District - Monomoy Regional High School,07120515,SCI,          74,53,          15,11,          59,42,          57,41,           8,6,         139,,     503.3,,,62,2019
Monomoy Regional School District - Monomoy Regional Middle School,07120315,ELA,         278,62,          54,12,         224,50,         142,32,          29,6,         449,,     506.0,          57.0,         430,64,2019
Monomoy Regional School District - Monomoy Regional Middle School,07120315,MATH,         255,57,          29,6,         226,50,         175,39,          21,5,         451,,     502.7,          55.2,         433,63,2019
Monomoy Regional School District - Monomoy Regional Middle School,07120315,SCI,         100,69,          21,14,          79,54,          38,26,           7,5,         145,,     508.4,,,80,2019
Monson - Granite Valley Middle,01910310,ELA,         108,45,          22,9,          86,36,         116,48,          17,7,         241,,     500.7,          46.2,         233,43,2019
Monson - Granite Valley Middle,01910310,MATH,          97,40,           8,3,          89,37,         124,51,          20,8,         241,,     495.5,          45.3,         232,33,2019
Monson - Granite Valley Middle,01910310,SCI,          57,50,           5,4,          52,46,          47,41,          10,9,         114,,     499.3,,,47,2019
Monson - Quarry Hill Community School *closed*,01910025,ELA,          93,69,          19,14,          74,55,          34,25,           8,6,         135,,     511.1,          52.0,          64,82,2019
Monson - Quarry Hill Community School *closed*,01910025,MATH,          71,53,          11,8,          60,45,          46,34,          17,13,         134,,     499.9,          44.5,          62,51,2019
Mount Greylock - Lanesborough Elementary,07150005,ELA,          62,62,          14,14,          48,48,          35,35,           3,3,         100,,     507.1,          60.5,          79,69,2019
Mount Greylock - Lanesborough Elementary,07150005,MATH,          55,55,          13,13,          42,42,          40,40,           5,5,         100,,     503.8,          67.0,          79,67,2019
Mount Greylock - Lanesborough Elementary,07150005,SCI,          14,52,           4,15,          10,37,          12,44,           1,4,          27,,     499.6,,,48,2019
Mount Greylock - Mt Greylock Regional High,07150505,ELA,         147,71,          55,27,          92,44,          55,27,           5,2,         207,,     514.5,          55.2,         197,91,2019
Mount Greylock - Mt Greylock Regional High,07150505,MATH,         113,55,          15,7,          98,48,          78,38,          15,7,         206,,     501.9,          27.9,         197,59,2019
Mount Greylock - Mt Greylock Regional High,07150505,SCI,          63,70,          12,13,          51,57,          24,27,           3,3,          90,,     507.8,,,78,2019
Mount Greylock - Williamstown Elementary,07150010,ELA,         165,70,          47,20,         118,50,          61,26,          11,5,         237,,     512.8,          54.9,         159,87,2019
Mount Greylock - Williamstown Elementary,07150010,MATH,         158,67,          40,17,         118,50,          63,27,          16,7,         237,,     509.0,          37.3,         159,83,2019
Mount Greylock - Williamstown Elementary,07150010,SCI,          38,75,           8,16,          30,59,          10,20,           3,6,          51,,     510.5,,,86,2019
Mystic Valley Regional Charter (District) - Mystic Valley Regional Charter School,04700105,ELA,         525,66,          83,10,         442,56,         258,32,          11,1,         794,,     507.6,          49.7,         646,70,2019
Mystic Valley Regional Charter (District) - Mystic Valley Regional Charter School,04700105,MATH,         468,59,          70,9,         398,50,         303,38,          22,3,         793,,     504.4,          48.0,         646,68,2019
Mystic Valley Regional Charter (District) - Mystic Valley Regional Charter School,04700105,SCI,         122,46,          17,6,         105,40,         127,48,          14,5,         263,,     499.3,,,45,2019
Nahant - Johnson,01960010,ELA,          41,55,           8,11,          33,45,          30,41,           3,4,          74,,     505.5,          52.2,          51,62,2019
Nahant - Johnson,01960010,MATH,          31,42,           8,11,          23,31,          41,55,           2,3,          74,,     501.0,          60.7,          51,56,2019
Nahant - Johnson,01960010,SCI,           6,46,           1,8,           5,38,           5,38,           2,15,          13,,     501.2,,,55,2019
Nantucket - Cyrus Peirce,01970010,ELA,         147,41,          21,6,         126,35,         160,44,          54,15,         361,,     493.8,          47.7,         325,20,2019
Nantucket - Cyrus Peirce,01970010,MATH,         123,34,          14,4,         109,30,         187,52,          51,14,         361,,     492.5,          51.5,         324,24,2019
Nantucket - Cyrus Peirce,01970010,SCI,          53,41,           6,5,          47,37,          54,42,          21,16,         128,,     493.5,,,30,2019
Nantucket - Nantucket Intermediate School,01970020,ELA,         167,46,          20,5,         147,40,         174,48,          24,7,         365,,     498.6,          52.8,         243,35,2019
Nantucket - Nantucket Intermediate School,01970020,MATH,         139,38,          11,3,         128,35,         188,52,          38,10,         365,,     495.0,          54.2,         242,31,2019
Nantucket - Nantucket Intermediate School,01970020,SCI,          64,47,           5,4,          59,43,          62,46,          10,7,         136,,     497.9,,,42,2019
Narragansett - Baldwinville Elementary,07200005,ELA,          77,42,           2,1,          75,41,          86,47,          21,11,         184,,     496.2,          56.3,          97,27,2019
Narragansett - Baldwinville Elementary,07200005,MATH,          61,33,           6,3,          55,30,          86,46,          38,21,         185,,     489.4,          44.4,          97,18,2019
Narragansett - Narragansett Middle,07200305,ELA,         200,42,          18,4,         182,39,         213,45,          58,12,         471,,     494.7,          46.4,         460,23,2019
Narragansett - Narragansett Middle,07200305,MATH,         216,46,          19,4,         197,42,         215,46,          39,8,         470,,     497.5,          57.8,         460,42,2019
Narragansett - Narragansett Middle,07200305,SCI,          97,41,          10,4,          87,37,         117,49,          23,10,         237,,     496.5,,,38,2019
Narragansett - Phillipston Memorial,07200003,ELA,          11,32,           0,0,          11,32,          18,53,           5,15,          34,,     493.1,,          15,19,2019
Narragansett - Phillipston Memorial,07200003,MATH,          15,44,           1,3,          14,41,          15,44,           4,12,          34,,     496.4,,          15,37,2019
Nashoba - Center School,07250020,ELA,         217,78,          58,21,         159,57,          57,21,           4,1,         278,,     515.2,          58.1,         190,92,2019
Nashoba - Center School,07250020,MATH,         210,76,          61,22,         149,54,          65,23,           3,1,         278,,     513.1,          54.7,         191,92,2019
Nashoba - Center School,07250020,SCI,          68,72,          23,24,          45,47,          26,27,           1,1,          95,,     514.3,,,93,2019
Nashoba - Florence Sawyer School,07250025,ELA,         372,78,          94,20,         278,58,         101,21,           5,1,         478,,     514.4,          52.7,         384,90,2019
Nashoba - Florence Sawyer School,07250025,MATH,         375,79,          87,18,         288,60,          95,20,           7,1,         477,,     513.8,          57.5,         381,93,2019
