school_name,school_code,subject,me_num,me_percent,e_num,e_percent,m_num,m_percent,pm_num,pm_percent,nm_num,nm_percent,num_of_students_included,part_rate_percent,avg_scaled_score,sgp,included_in_sgp,ach_pctl,year,grade,student_group
Benjamin Banneker Charter Public (District) - Benjamin Banneker Charter Public School,04200205,SCI,          31,69,           7,16,          24,53,          12,27,           2,4,          45,100,     510.6,,,89,2022,5,ALL
Benjamin Franklin Classical Charter Public (District) - Benjamin Franklin Classical Charter Public School,04470205,ELA,          57,59,           5,5,          52,54,          35,36,           4,4,          96,100,     502.7,          53.9,          94,79,2022,5,ALL
Benjamin Franklin Classical Charter Public (District) - Benjamin Franklin Classical Charter Public School,04470205,MATH,          57,59,          13,14,          44,46,          36,38,           3,3,          96,100,     506.5,          49.4,          94,85,2022,5,ALL
Benjamin Franklin Classical Charter Public (District) - Benjamin Franklin Classical Charter Public School,04470205,SCI,          65,68,          11,12,          54,57,          26,27,           4,4,          95,99,     508.8,,,86,2022,5,ALL
Berkley - Berkley Middle School,00270305,ELA,          45,46,           2,2,          43,44,          50,51,           3,3,          98,100,     496.1,          49.1,          98,54,2022,5,ALL
Berkley - Berkley Middle School,00270305,MATH,          34,35,           0,0,          34,35,          62,63,           2,2,          98,100,     494.2,          40.4,          98,54,2022,5,ALL
Berkley - Berkley Middle School,00270305,SCI,          49,50,           4,4,          45,46,          43,44,           6,6,          98,100,     499.8,,,62,2022,5,ALL
Berkshire Hills - W.E.B. Du Bois Regional Middle School,06180310,ELA,          32,51,           5,8,          27,43,          26,41,           5,8,          63,97,     500.4,          50.3,          58,71,2022,5,ALL
Berkshire Hills - W.E.B. Du Bois Regional Middle School,06180310,MATH,          20,32,           3,5,          17,27,          38,61,           4,6,          62,96,     495.1,          33.9,          57,56,2022,5,ALL
Berkshire Hills - W.E.B. Du Bois Regional Middle School,06180310,SCI,          27,44,           2,3,          25,41,          25,41,           9,15,          61,94,     495.5,,,48,2022,5,ALL
