school_name,school_code,subject,me_num,me_percent,e_num,e_percent,m_num,m_percent,pm_num,pm_percent,nm_num,nm_percent,num_of_students_included,part_rate_percent,avg_scaled_score,sgp,included_in_sgp,ach_pctl,year
Avon - Ralph D Butler,180010,ELA,          80,36,          13,6,          67,30,         112,50,          32,14,         224,99,492.9,48.2,         171,42.0,2022
Avon - Ralph D Butler,180010,MATH,          74,33,           7,3,          67,30,         113,50,          37,17,         224,99,490.8,56.6,         172,42.0,2022
Avon - Ralph D Butler,180010,SCI,          18,31,           1,2,          17,29,          32,54,           9,15,          59,97,492.6,,,41.0,2022
Ayer Shirley School District - Ayer Shirley Regional Middle School,6160305,ELA,         169,45,          26,7,         143,38,         150,40,          58,15,         377,100,496.1,53.6,         350,55.0,2022
Ayer Shirley School District - Ayer Shirley Regional Middle School,6160305,MATH,         134,35,          12,3,         122,32,         210,56,          34,9,         378,100,493.8,50.4,         350,51.0,2022
Ayer Shirley School District - Ayer Shirley Regional Middle School,6160305,SCI,          72,55,          13,10,          59,45,          53,40,           7,5,         132,98,501.8,,,70.0,2022
Ayer Shirley School District - Lura A. White Elementary School,6160001,ELA,          49,33,           7,5,          42,28,          84,56,          17,11,         150,99,493.1,44.0,         104,43.0,2022
Ayer Shirley School District - Lura A. White Elementary School,6160001,MATH,          52,35,           7,5,          45,30,          74,49,          24,16,         150,99,493.0,55.1,         104,49.0,2022
Ayer Shirley School District - Lura A. White Elementary School,6160001,SCI,          34,58,           8,14,          26,44,          19,32,           6,10,          59,100,502.3,,,71.0,2022
Ayer Shirley School District - Page Hilltop Elementary School,6160002,ELA,         116,53,           9,4,         107,49,          86,39,          17,8,         219,99,499.8,49.4,         137,69.0,2022
Ayer Shirley School District - Page Hilltop Elementary School,6160002,MATH,         111,50,           9,4,         102,46,          89,40,          20,9,         220,99,499.2,56.8,         137,66.0,2022
Ayer Shirley School District - Page Hilltop Elementary School,6160002,SCI,          40,59,           3,4,          37,54,          24,35,           4,6,          68,100,503.4,,,75.0,2022
Barnstable - Barnstable Community Innovation School,200012,ELA,          26,35,           5,7,          21,28,          40,53,           9,12,          75,100,494.0,,,47.0,2022
Barnstable - Barnstable Community Innovation School,200012,MATH,          20,27,           0,0,          20,27,          42,56,          13,17,          75,100,487.6,,,32.0,2022
Barnstable - Barnstable High,200505,ELA,          94,28,           8,2,          86,26,         159,48,          77,23,         330,94,486.8,46.0,         252,24.0,2022
Barnstable - Barnstable High,200505,MATH,          56,17,           3,1,          53,16,         194,60,          75,23,         325,93,483.3,41.1,         246,21.0,2022
Barnstable - Barnstable High,200505,SCI,          96,29,           8,2,          88,26,         171,51,          67,20,         334,95,488.0,,,30.0,2022
Barnstable - Barnstable Intermediate School,200315,ELA,         177,29,          11,2,         166,27,         282,46,         160,26,         619,97,486.3,42.7,         554,23.0,2022
Barnstable - Barnstable Intermediate School,200315,MATH,         155,25,          13,2,         142,23,         332,54,         132,21,         619,97,487.2,42.3,         559,30.0,2022
Barnstable - Barnstable United Elementary School,200050,ELA,         181,27,           7,1,         174,26,         379,57,         103,16,         663,98,489.2,42.4,         605,31.0,2022
Barnstable - Barnstable United Elementary School,200050,MATH,         157,24,           7,1,         150,23,         343,52,         159,24,         659,98,485.3,36.3,         591,25.0,2022
Barnstable - Barnstable United Elementary School,200050,SCI,          91,30,          10,3,          81,26,         155,51,          60,20,         306,96,489.5,,,33.0,2022
Barnstable - Centerville Elementary,200010,ELA,          34,60,           5,9,          29,51,          14,25,           9,16,          57,100,506.1,,,87.0,2022
Barnstable - Centerville Elementary,200010,MATH,          26,46,           6,11,          20,36,          19,34,          11,20,          56,98,499.9,,,68.0,2022
Barnstable - Hyannis West Elementary,200025,ELA,          14,21,           1,1,          13,19,          38,57,          15,22,          67,99,485.2,,,20.0,2022
Barnstable - Hyannis West Elementary,200025,MATH,          14,22,           0,0,          14,22,          29,45,          22,34,          65,97,481.0,,,16.0,2022
Barnstable - West Barnstable Elementary,200005,ELA,          27,49,           1,2,          26,47,          22,40,           6,11,          55,100,496.5,,,57.0,2022
Barnstable - West Barnstable Elementary,200005,MATH,          23,42,           3,5,          20,36,          26,47,           6,11,          55,100,495.0,,,54.0,2022
Barnstable - West Villages Elementary School,200045,ELA,          49,57,          11,13,          38,44,          30,35,           7,8,          86,100,504.6,,,83.0,2022
Barnstable - West Villages Elementary School,200045,MATH,          50,60,          12,14,          38,45,          28,33,           6,7,          84,98,508.1,,,89.0,2022
Baystate Academy Charter Public School (District) - Baystate Academy Charter Public School,35020405,ELA,          29,15,           1,1,          28,15,         105,56,          55,29,         189,97,480.9,45.9,         178,11.0,2022
Baystate Academy Charter Public School (District) - Baystate Academy Charter Public School,35020405,MATH,          19,10,           0,0,          19,10,         108,56,          66,34,         193,99,476.7,34.8,         180,9.0,2022
Baystate Academy Charter Public School (District) - Baystate Academy Charter Public School,35020405,SCI,          11,16,           0,0,          11,16,          41,61,          15,22,          67,100,483.0,,,20.0,2022
Bedford - John Glenn Middle,230305,ELA,         403,68,         117,20,         286,48,         166,28,          28,5,         597,99,510.1,57.1,         570,95.0,2022
Bedford - John Glenn Middle,230305,MATH,         415,70,         126,21,         289,48,         160,27,          22,4,         597,99,511.3,53.9,         570,93.0,2022
Bedford - John Glenn Middle,230305,SCI,         120,61,          30,15,          90,46,          65,33,          12,6,         197,98,506.0,,,81.0,2022
Bedford - Lt Job Lane School,230012,ELA,         399,68,          85,15,         314,54,         166,28,          18,3,         583,99,508.4,59.1,         382,92.0,2022
Bedford - Lt Job Lane School,230012,MATH,         394,67,          92,16,         302,52,         161,27,          31,5,         586,99,509.5,52.8,         384,91.0,2022
Bedford - Lt Job Lane School,230012,SCI,         128,71,          32,18,          96,53,          40,22,          12,7,         180,98,510.7,,,90.0,2022
Belchertown - Chestnut Hill Community School,240006,ELA,         202,43,          30,6,         172,37,         223,48,          43,9,         468,99,497.5,52.2,         416,61.0,2022
Belchertown - Chestnut Hill Community School,240006,MATH,         195,42,          14,3,         181,39,         233,50,          38,8,         466,98,495.9,55.3,         413,57.0,2022
Belchertown - Chestnut Hill Community School,240006,SCI,          66,43,           9,6,          57,37,          79,52,           8,5,         153,99,498.4,,,59.0,2022
Belchertown - Jabish Middle School,240025,ELA,          95,30,           8,3,          87,28,         166,53,          54,17,         315,94,489.1,48.3,         277,31.0,2022
Belchertown - Jabish Middle School,240025,MATH,         112,36,           6,2,         106,34,         153,49,          47,15,         312,93,492.0,50.7,         276,45.0,2022
Belchertown - Jabish Middle School,240025,SCI,          62,41,           3,2,          59,39,          72,48,          17,11,         151,92,495.0,,,48.0,2022
Belchertown - Swift River Elementary,240018,ELA,          63,42,           1,1,          62,41,          65,43,          22,15,         150,99,494.2,,,47.0,2022
Belchertown - Swift River Elementary,240018,MATH,          41,27,           6,4,          35,23,          70,47,          39,26,         150,99,486.3,,,28.0,2022
Bellingham - Bellingham High School,250505,ELA,          52,30,           2,1,          50,29,         103,59,          19,11,         174,99,492.0,47.3,         170,39.0,2022
Bellingham - Bellingham High School,250505,MATH,          44,25,           3,2,          41,24,         108,62,          21,12,         173,99,488.0,33.6,         169,33.0,2022
Bellingham - Bellingham High School,250505,SCI,          85,49,          10,6,          75,43,          74,43,          14,8,         173,99,498.0,,,57.0,2022
Bellingham - Bellingham Memorial School,250315,ELA,         184,32,          13,2,         171,30,         310,54,          78,14,         572,100,491.2,47.8,         546,37.0,2022
Bellingham - Bellingham Memorial School,250315,MATH,         199,35,          20,4,         179,32,         305,54,          64,11,         568,99,493.2,52.6,         545,49.0,2022
Bellingham - Bellingham Memorial School,250315,SCI,          47,30,           4,3,          43,28,          87,56,          21,14,         155,100,490.5,,,36.0,2022
Bellingham - Joseph F DiPietro Elementary School,250020,ELA,          33,45,           1,1,          32,43,          32,43,           9,12,          74,100,495.4,,,53.0,2022
Bellingham - Joseph F DiPietro Elementary School,250020,MATH,          33,45,           3,4,          30,41,          29,40,          11,15,          73,99,494.1,,,52.0,2022
Bellingham - Stall Brook,250025,ELA,          23,43,           3,6,          20,37,          22,41,           9,17,          54,100,495.3,,,52.0,2022
Bellingham - Stall Brook,250025,MATH,          25,46,           3,6,          22,41,          22,41,           7,13,          54,100,494.7,,,53.0,2022
Belmont - Daniel Butler,260015,ELA,          96,73,          18,14,          78,60,          35,27,           0,0,         131,99,511.8,66.8,          64,96.0,2022
Belmont - Daniel Butler,260015,MATH,          98,77,          34,27,          64,50,          28,22,           2,2,         128,98,517.5,72.3,          62,98.0,2022
Belmont - Mary Lee Burbank,260010,ELA,         136,86,          33,21,         103,65,          21,13,           1,1,         158,99,517.5,71.7,          72,99.0,2022
Belmont - Mary Lee Burbank,260010,MATH,         137,87,          50,32,          87,55,          19,12,           2,1,         158,99,522.1,68.4,          72,99.0,2022
Belmont - Roger E Wellington,260035,ELA,         124,64,          25,13,          99,51,          61,32,           8,4,         193,99,506.4,52.2,         100,88.0,2022
Belmont - Roger E Wellington,260035,MATH,         126,65,          30,16,          96,50,          50,26,          17,9,         193,99,507.1,46.4,          99,87.0,2022
Belmont - Winn Brook,260005,ELA,         138,78,          46,26,          92,52,          38,22,           0,0,         176,99,516.5,53.4,          87,99.0,2022
Belmont - Winn Brook,260005,MATH,         139,79,          58,33,          81,46,          35,20,           1,1,         175,99,520.4,48.2,          85,99.0,2022
Belmont - Winthrop L Chenery Middle,260305,ELA,         991,75,         241,18,         750,57,         285,22,          39,3,"       1,315",99,512.4,56.7,"       1,249",97.0,2022
Belmont - Winthrop L Chenery Middle,260305,MATH,"       1,052",80,         408,31,         644,49,         229,18,          26,2,"       1,307",99,518.9,66.6,"       1,244",99.0,2022
Belmont - Winthrop L Chenery Middle,260305,SCI,         566,84,         264,39,         302,45,          85,13,          23,3,         674,98,521.2,,,99.0,2022
Benjamin Banneker Charter Public (District) - Benjamin Banneker Charter Public School,4200205,ELA,         124,72,          37,22,          87,51,          42,24,           6,3,         172,100,512.9,64.1,         128,98.0,2022
Benjamin Banneker Charter Public (District) - Benjamin Banneker Charter Public School,4200205,MATH,         133,77,          32,19,         101,59,          30,17,           9,5,         172,100,512.8,65.2,         128,95.0,2022
Benjamin Banneker Charter Public (District) - Benjamin Banneker Charter Public School,4200205,SCI,          31,69,           7,16,          24,53,          12,27,           2,4,          45,100,510.6,,,90.0,2022
